epoch,train_total_loss,train_reconstruction_loss,train_bvp_loss,train_acc_loss,train_slow_loss,train_kl_loss,train_koopman_loss,train_koopman_prediction_loss,train_activity_classifier_loss,train_activity_accuracy,val_total_loss,val_reconstruction_loss,val_bvp_loss,val_acc_loss,val_slow_loss,val_kl_loss,val_koopman_loss,val_koopman_prediction_loss,val_activity_classifier_loss,val_activity_accuracy
11,0.12498880499814888,0.11937246969366064,0.01073854062989607,0.10229038336552768,0.006343545743044037,3.575604297848007,0.020064115349301925,0.020063745350664797,0.00017159602536997773,1.0,0.12873891498710288,0.12359704166528632,0.01262988825771408,0.0540324260776893,0.05693472646902025,3.5660360870986687,0.014894797230047769,0.014894443010209037,0.000431779368979181,1.0
12,0.12467229955722324,0.11882053143773817,0.01097299728653252,0.10208050130356211,0.005767032593302441,3.5786670800202782,0.02073881422193666,0.020738432430543234,0.0009960968111003567,0.9996749236070477,0.10707906595935099,0.1022522917261622,0.006265343510980916,0.05214251108925606,0.043844436100439824,3.5811706944762682,0.01239161273739377,0.01239125647826395,3.220235715027646e-05,1.0
13,0.1195168783474663,0.11403309941818839,0.010044440716439899,0.09875809802600431,0.005230560361518928,3.5849808814675805,0.018876087770987864,0.01887569374712261,5.594381671014082e-05,1.0,0.12779266888489488,0.12299166605670432,0.009269457120814773,0.053759703957704734,0.059962505249852374,3.570360207635848,0.01211079204607694,0.012110412985575005,9.781700666072076e-05,1.0
14,0.11317851193049168,0.10776978664065778,0.009322922852427527,0.09316516319755677,0.005281700972260822,3.5818429020816613,0.018145584119859844,0.01814517123618264,6.16205807367461e-05,1.0,0.11452166292999612,0.10975672648578394,0.008512214682080218,0.04833875746985317,0.05290575476428189,3.5931027246694094,0.011513666063547135,0.011513268624539257,0.00010233742291690804,1.0
15,0.11091982868319795,0.10556282145349934,0.008237651728689923,0.09224492800481049,0.0050802417023788115,3.5800386007147873,0.01763442460868737,0.017633995848385303,6.762778028108026e-05,1.0,0.12710881329095755,0.12235908807484341,0.005701847437952386,0.04837118599533302,0.06828605499687283,3.573794843329758,0.011410790858179575,0.011410379133446783,0.00017424905886534854,1.0
16,0.10711591743142543,0.10180613992331389,0.0076843075183030745,0.08933377389355697,0.004788058480452152,3.5756605666477856,0.01722954561201581,0.017229099867867987,5.581230748620575e-05,1.0,0.10415808477240508,0.09944504776816876,0.0035933077601395303,0.046964888315281415,0.04888685178679612,3.582454900428897,0.01118425579634724,0.011183827637435226,6.078241301245308e-05,1.0
17,0.10444161712863682,0.09912993995934545,0.007922217107880089,0.08631034277383873,0.004897380031850684,3.573047807394749,0.0170848608943628,0.017084397786598385,0.00015071588780499594,1.0,0.10630852794976997,0.10162681280833775,0.009660802620814228,0.044311881862031145,0.04765412902356446,3.5669514026016484,0.01063638850909154,0.010635943997987226,0.0002556236259272655,1.0
18,0.1036930003338297,0.09845019593339818,0.007486909244419759,0.08638844110290124,0.004574845433520966,3.569858486464349,0.016606463532582168,0.016605987778545883,6.149687233058725e-05,1.0,0.10741257465337632,0.10261524122941201,0.007303026059535561,0.04499703143219479,0.05031518370103946,3.564036321640015,0.01080488972915489,0.01080443427226216,0.0007640305503469999,1.0
19,0.10183235851740327,0.0960317090765009,0.007977540539375971,0.08299742890977826,0.005056739450540079,3.580419411066178,0.01804871304306665,0.018048231788045,0.0020767932021565592,0.9993823548533906,0.10411472064488736,0.09931384498161859,0.006826377225978697,0.041844757685712615,0.050642710432207944,3.5835693234302957,0.012148419067904842,0.012147970356688392,1.2314436865634606e-05,1.0
20,0.09607134218010478,0.0908825996076167,0.0073706112744142665,0.07934200088107518,0.004169987338837838,3.583390015478787,0.016033837807038216,0.016033352152318176,9.844218031523838e-06,1.0,0.0993187708322142,0.09469258674038727,0.0038195069786924564,0.04014111257142952,0.0507319683042645,3.5837232908655388,0.010374152502808414,0.010373683093482109,2.5237876860821833e-05,1.0
21,0.09247759195183539,0.0873506113060444,0.006753611672585121,0.07677957850379602,0.003817420938899879,3.574859972343001,0.015502942763920467,0.015502438449446328,9.131485056577425e-06,1.0,0.11841685442773045,0.1137353065255724,0.005527762034602585,0.04221041126940094,0.06599713329500595,3.578318390455402,0.010474358696001964,0.010473870833205884,0.00027897277816397244,0.9998360655737705
22,0.0925938680590722,0.08748419062644931,0.007135086149007797,0.07616745335386041,0.0041816510251264805,3.5708122332162286,0.015340994484335093,0.015340474284335213,2.382879844389142e-05,1.0,0.110614214485786,0.10599883276053139,0.003643638306549277,0.041464578530705364,0.0608906162816451,3.577716525030918,0.010198184282015093,0.010197682239298449,8.923468042592533e-05,1.0
23,0.09111401403133779,0.08601678517637339,0.0067402966355694345,0.07535250832356198,0.003923980413333786,3.567762526801764,0.015216641275321281,0.015216105561755516,3.9010943551700816e-05,1.0,0.10911041911935708,0.1045055253165545,0.004446914903361534,0.03785332172147197,0.062205289393113775,3.566961169946389,0.010105394261171583,0.010104877569972248,0.0001369586538095946,1.0
24,0.08822950080069088,0.0831868166716606,0.006939565034731075,0.07249973586421199,0.003747515800525215,3.5619911003404208,0.014738826107677717,0.014738274389786726,3.4051465860460895e-05,1.0,0.09803062559945173,0.09349308213493863,0.0031206019181132193,0.03699940126572476,0.053373078024663706,3.560733524854066,0.009353432749077434,0.009352898239997812,0.00020733420966101475,1.0
25,0.08772759408526005,0.08270909541688763,0.0067099854228384135,0.07227067853297534,0.003728431312256634,3.557923242427478,0.014556031144090232,0.01455546410130777,2.485977937560123e-05,1.0,0.0985965593751581,0.09408698075527294,0.0042954350251429635,0.03738598434437738,0.052405560769323935,3.5477659656962413,0.009551674863628921,0.009551125894468583,3.322738115903829e-05,1.0
26,0.08758528874232163,0.08258494053792367,0.006254653390034366,0.07267234918374589,0.0036579379324908016,3.5550324487776064,0.014386488098207216,0.014385904766816357,3.333375711403316e-05,1.0,0.11375748025894654,0.10931514460013293,0.004004929323955515,0.038550939446651056,0.06675927502022995,3.549792290828267,0.008630644062411834,0.008630079308707938,0.00014739257390383723,1.0
27,0.08904066816816156,0.08342421000780872,0.0067998767844902955,0.07175916199755912,0.004865171280859986,3.5666660225195304,0.016023658095444163,0.016023078521495756,0.0022371302740090944,0.9992848319355049,0.09591081449853592,0.0913654599925045,0.003841304734929419,0.037663453734617255,0.04986070214625692,3.551053464608114,0.009677849363260826,0.009677287648569365,0.00013257939307416072,1.0
28,0.08531508660194011,0.08034347179485354,0.0065212840144194,0.0704692844854891,0.0033529031478080726,3.5569932236177593,0.014125362930758964,0.01412476515439209,1.0424631871620291e-05,1.0,0.08816546075168204,0.08363853486010529,0.0028899848966889817,0.036389160707715106,0.044359387858898654,3.5519021523585086,0.008988593118112596,0.008988011357695109,0.0003808187265865138,1.0
29,0.08256300126116604,0.07763392749250296,0.005900010211840946,0.0684153773246603,0.003318540080265858,3.5529298590293097,0.013739655864560092,0.013739039815294325,1.0890176660349105e-05,1.0,0.09726836105411658,0.09279146072225737,0.002202485375999488,0.03515312645095782,0.05543584815352453,3.547974269272851,0.008446400949700934,0.008445802114018406,0.0004214322566986084,1.0
30,0.08048989575223761,0.07558996431414719,0.005468366204358734,0.06640219464985302,0.0037194033029893272,3.5478706561374334,0.01349713932432166,0.013496506722630287,1.173426384017228e-05,1.0,0.1161950835100085,0.11171760813226221,0.0027423690185981392,0.03395155231483647,0.07502368715126068,3.5422442469049673,0.008669001356408489,0.008668383784805897,0.0003416622857578468,1.0
31,0.0794706159458945,0.07459402978725431,0.005601576971096398,0.06556170410338873,0.003430748751506163,3.543677170079316,0.013293812412597366,0.013293159837515377,1.7637115540601437e-05,1.0,0.08141853050038707,0.07698239054225507,0.0033476211815370157,0.03371022641093882,0.03992454272435337,3.544788013208108,0.008542267412222066,0.008541631283940839,0.00018562340345539962,1.0
32,0.08135378047582674,0.07646905839264947,0.005703689419321668,0.06738686916602385,0.0033784997473592514,3.540363703396562,0.013382248064810306,0.013381578379998699,3.0666165401456035e-05,1.0,0.08757421576341645,0.08310433552005007,0.003907574922510529,0.034486625783878275,0.044710134630030415,3.532616819631858,0.008727200300982375,0.008726551274875882,0.00032272123899615245,1.0
33,0.07980751579675956,0.07493670300491129,0.006891029199565821,0.06474018300517809,0.003305490727431447,3.5372204608519175,0.013281021582339448,0.013280340176947377,2.745040161571928e-05,1.0,0.08394738960522609,0.07950658215545729,0.003677601403304849,0.03453529004282394,0.041293691366001556,3.5238968383288776,0.008577243028300218,0.008576580295491902,0.00029593661183216534,1.0
34,0.08139743052210348,0.07610340586262619,0.005876882786730371,0.0668396133052482,0.003386909694626843,3.5366235792958514,0.013910118674530132,0.01390942280224288,0.0018319450408426433,0.9996099083284572,0.11581489428267128,0.10758316146301442,0.0032354237793440948,0.03692502655531661,0.06742271250755083,3.5660432839002767,0.012740960952016663,0.012740301631207837,0.016957966284673723,0.9939344262295082
35,0.07894791404410105,0.07404596750612308,0.006312185023836155,0.0641558963966985,0.0035778859057997454,3.5419007826127356,0.013578009338635658,0.013577316399218279,1.1222398635299234e-05,1.0,0.09338493377886346,0.08877340697637591,0.004803695582372487,0.03339288381279492,0.050576828571020235,3.5315173203827905,0.00838300028907471,0.008382322651288304,0.0012085426440004443,1.0
36,0.07715387444166452,0.07230823396218086,0.005803824036471935,0.06350286676002319,0.0030015432987447886,3.5350252456949014,0.013085455684198758,0.013084742974597222,1.0348038294884897e-05,1.0,0.07969767465821055,0.07534644066432461,0.0021974777165594222,0.0328655802886017,0.04028338294100307,3.532872742355847,0.007905519375211147,0.007904820801293264,0.0001390503273635614,1.0
37,0.07601509400389764,0.07118996267818706,0.005370894602976614,0.06279551510176364,0.0030235530323924225,3.531123488709378,0.012923883013407881,0.012923153784198945,8.096667664718548e-06,1.0,0.07774710356028842,0.07336145858234558,0.0035640078750209976,0.03162962168638335,0.03816782874509894,3.5218202214162857,0.008351976662400926,0.008351263999557275,0.00014313334324320866,1.0
38,0.07500858528784282,0.07019719679322023,0.005451425079792287,0.06151387442815723,0.003231897229125545,3.5284318021645698,0.01281110688325389,0.012810360584823419,9.229434930827333e-06,1.0,0.09011717826005865,0.08563314917909562,0.002033175041605184,0.03330682408812716,0.05029314898733111,3.5201576171937536,0.008090732656266602,0.008090005140659995,0.0007739912095617087,1.0
39,0.07437166101263198,0.06956071592709943,0.0049186466392775125,0.06149250850508686,0.0031495608468880003,3.526527071175855,0.012815943002876643,0.012815178215564728,1.4117058429633237e-05,1.0,0.09082972716143141,0.08646418243249665,0.0024271423131662618,0.03206329384040026,0.051973746201351714,3.5120003550169896,0.008035688511569236,0.008034940055556229,0.0002498734583620119,1.0
40,0.07375601416831673,0.06895264058648343,0.005257781393450354,0.06085797167060341,0.0028368876317681757,3.5221975993353665,0.012783423205646875,0.012782642573317298,1.4167114550420913e-05,1.0,0.08455542966326485,0.07940724672322146,0.002606374285924325,0.03074299804606765,0.046057873808236824,3.5094545520719933,0.007491767319209385,0.00749100678630906,0.004447752139607414,1.0
41,0.07419541701078647,0.06934499885388216,0.005316889344236054,0.06091263365707955,0.0031154760011567416,3.5227688756567876,0.012971996271112198,0.012971208933756598,0.00015224722456192246,0.9999349847214095,0.07846330603340367,0.07416308784628378,0.0021181688764987544,0.03061110960472314,0.041433809145475876,3.5063889700467468,0.007872415938277226,0.00787164893657824,3.293465395442775e-05,1.0
42,0.07427301800644923,0.06948208370612383,0.005485955415723844,0.06107123230420662,0.0029248957926900697,3.518978879073686,0.012697463357424745,0.012696661817293918,1.1043573074736604e-05,1.0,0.09037513869035928,0.08601731056164279,0.005551495985509675,0.030450893861440117,0.05001492087931571,3.5075566424698126,0.007942773186082601,0.00794198835001434,0.0002799734326659656,1.0
43,0.07319250603168127,0.06840634519860025,0.005619517276873117,0.05982419263454518,0.0029626353096460813,3.515618700903946,0.012680332474233728,0.012679515717414632,1.2543524484017794e-05,1.0,0.08803571464951898,0.0836343667720307,0.0032437758214893886,0.03120487588869988,0.049185714419400624,3.4957798319957294,0.008047929407540158,0.008047129369081288,0.000503878183052188,1.0
44,0.07245332912999868,0.06768352105364898,0.005309047890836385,0.05927053911047231,0.003103934039473369,3.5145547028194284,0.012516902366760986,0.012516068984371645,1.7815239678217755e-05,1.0,0.0908304167838126,0.08622421814586784,0.0040678225454614785,0.032254378036519545,0.04990201783944761,3.5034321448842034,0.0074607807797853086,0.0074599667348456185,0.0017834440801964432,1.0
45,0.07196670316324906,0.0672038843539553,0.005035260514160679,0.059299118563026144,0.0028695053768276833,3.512529575067521,0.012465110042172824,0.012464263145342894,1.8891483094373257e-05,1.0,0.09266357294299075,0.08833639948033407,0.0024523601261898873,0.03031922535421174,0.05556481342434456,3.5153877988408824,0.007723128135758834,0.007722298436889761,0.00019736936834991955,1.0
46,0.07019173437687698,0.0654418453461315,0.005008832753171099,0.057759190635090454,0.0026738218796239594,3.510795389999068,0.012354311402362742,0.012353450656007433,1.831140252205711e-05,1.0,0.08493521066474133,0.08055921243473155,0.004368574295773125,0.029228529726750538,0.04696210858207883,3.490181803312458,0.007409905924492317,0.0074090596618985784,0.0007241249279897721,1.0
47,0.07471132814965566,0.06875921698542288,0.005790066458156488,0.059538861733385524,0.003430288737750834,3.516761559115051,0.014750623936690358,0.014749763779912314,0.004801434880308674,0.9988297249853716,0.07710457035386171,0.07276456127645539,0.0026347674184753634,0.030480569949923236,0.039649223811985525,3.515694577576684,0.008235350735485553,0.008234538330436974,3.897303440531747e-06,1.0
48,0.07197990909525899,0.06718238524128159,0.005306570627283084,0.05896463988322321,0.002911174699682765,3.5162667438226083,0.012810028947702825,0.012809181649061792,1.2699575419858718e-06,1.0,0.07458870509730987,0.07032189150905756,0.0030378181595340004,0.029380785299190245,0.03790328831229641,3.5013568739031182,0.007654349753999564,0.007653517910340404,1.039465919869845e-07,1.0
49,0.07044939871851516,0.06569648002477238,0.00506756075272926,0.05778226893746134,0.002846650269717379,3.5135881919233367,0.012387133497236419,0.012386265917125367,3.0858976602975296e-06,1.0,0.06869650437603475,0.06444637438496116,0.0019939418030582123,0.028681592296839493,0.03377084060689457,3.5061544099401254,0.00743884979518222,0.007437998311762072,4.531125553318712e-07,1.0
50,0.0664982817227606,0.06179195877260756,0.004760696153607497,0.054269829608137185,0.002761432925138934,3.5088758375777838,0.011960634247958563,0.011959748089472875,6.918343397471708e-06,1.0,0.08013702188236792,0.07591222424823485,0.0032224447770257954,0.029003702590516843,0.043686076430403474,3.4945718760568587,0.0073005540242998814,0.007299682388585977,8.399760136838819e-07,1.0
51,0.07219550989126944,0.0672482662026427,0.005267989487283033,0.05921157049368172,0.0027687061379824286,3.5103404130855687,0.012822564790668033,0.012821666363380401,0.0007732336375905493,0.999869969442819,0.07561409285322565,0.07134151027308869,0.0023884634541912523,0.02867734567674457,0.040275699388508716,3.5105268999005927,0.007614137834762452,0.0076132678922998616,3.2013556996329884e-06,1.0
52,0.06951165575466046,0.0647772277557205,0.00464544074825616,0.057205749807994255,0.0029260374130154975,3.5090522859118383,0.012241781313331007,0.012240871694247776,5.9871181897048505e-06,1.0,0.06505395084985945,0.06080267332158372,0.0021055283801645406,0.027752065997815035,0.03094507933370998,3.501255865878746,0.007497928225145232,0.007497035958117149,1.1438033619865043e-06,1.0
53,0.06637846942978666,0.06168098830708245,0.005039549224341685,0.0540211906971605,0.0026202485283576236,3.5075261416310304,0.011891539634985468,0.011890610349016718,4.003962647111261e-06,1.0,0.07273901848458364,0.06854769722787572,0.0018915226066782765,0.02942958949133754,0.03722658527339427,3.4966523096991367,0.006944169810606686,0.006943256394082649,1.2572671546310676e-06,1.0
54,0.06621179971222713,0.06151702897617732,0.005018562454507811,0.05379707398053287,0.0027013924321008707,3.5059786360003877,0.011876802874054387,0.011875855784935167,5.558260038518501e-06,1.0,0.09912569893768332,0.09492957361439457,0.0026560246598235043,0.027454129435030408,0.06481942045525266,3.498241756314137,0.00697531528427403,0.006974387254611757,1.7637307526635342e-06,1.0
55,0.06586750282288202,0.061188266311473234,0.00466222875940411,0.053868398198217406,0.0026576393344756545,3.502696473920433,0.011742814454420124,0.011741852445005847,1.1291079027975403e-05,1.0,0.07988604299754637,0.07565162391203349,0.002630262626106011,0.027600365703711743,0.04542099645888036,3.4889159607496416,0.007447897661095638,0.007446951181017107,3.56650743328157e-06,1.0
56,0.06681256467259354,0.062119606956689395,0.004870162912763791,0.054460378040269375,0.0027890658978447654,3.503015623299743,0.01187940839697183,0.011878431397993073,1.0005674888650626e-05,1.0,0.08124753983294378,0.07701589077894316,0.0028680955105629125,0.02796767079424052,0.04618012491126018,3.50034074236135,0.007300369164402612,0.007299413527972752,6.356317488873591e-06,1.0
57,0.06543946189372447,0.06076610913696009,0.0051642961402404725,0.05286610352614016,0.0027357094685964427,3.4997929961417387,0.01171495843175904,0.01171396909682817,1.0319559357591404e-05,1.0,0.07375997635245812,0.06957738784920485,0.002570325233668211,0.02786702407661398,0.039140037994251635,3.4810801648311926,0.006971869516323824,0.006970898707275142,2.1601993529523004e-05,1.0
58,0.06878525734661761,0.06307754718994228,0.005037206230546697,0.05510491411666742,0.0029354269566382193,3.5067549789457977,0.013493017203353578,0.013492046146407819,0.004258267669139545,0.9992848319355049,0.0747936213187507,0.07048744211126058,0.005936206240191689,0.02863934650101134,0.035911888892945575,3.495024465185697,0.008087111608445888,0.008086169931701704,1.2210900666283779e-05,1.0
59,0.06542480115289923,0.06073406158615426,0.004797630329590876,0.05346180645216252,0.0024746248777574305,3.5020671309486073,0.011880896560468472,0.01187991857415821,2.913706463961905e-06,1.0,0.07068193764471617,0.0664788863597224,0.0022027573391382935,0.026910539545332554,0.03736558880534817,3.484041480236366,0.0071854707919305465,0.007184506045028445,2.309005768572698e-06,1.0
60,0.06257734301234631,0.05792738152363312,0.004446278787121457,0.05092905684903542,0.0025520460218447032,3.499538789388534,0.011497328580736118,0.011496327743447693,3.4494429785603235e-06,1.0,0.0780472123012191,0.07388712745984313,0.004014895424899477,0.027586545306944946,0.042285685853051695,3.484193175112615,0.006747532059804949,0.006746545977676746,5.685345071261046e-06,1.0
61,0.06488514308429619,0.06022275339064367,0.004881519302142088,0.05281406720860069,0.0025271669640656597,3.4962758698936836,0.011649815432398429,0.011648799467491073,5.660329262803667e-06,1.0,0.07976399256069153,0.07560320467901889,0.002127612466755949,0.027019295791072435,0.04645629609996533,3.4739271270251666,0.006846718206375715,0.0068457196187991344,1.0946695921850986e-05,1.0
62,0.06298407957255239,0.05835108027442457,0.004429354835211418,0.051302508856185924,0.0026192165996785366,3.4938292146837377,0.011382810714366465,0.011381780793062636,4.44456656882853e-06,1.0,0.07974429757777052,0.07553301956412978,0.0020980458190191353,0.026743024033417957,0.04669194920401692,3.4778402783440763,0.006930919028207904,0.006929904967622801,0.00020173098220199834,1.0
63,0.06369758703143488,0.059047642509371195,0.004453721854195855,0.0520552778889629,0.002538642787662351,3.4935298400337245,0.011486446917312317,0.011485400654479215,3.8849850964970974e-05,1.0,0.08701153380979525,0.08284086888121654,0.003230338532698997,0.027629965590771105,0.0519805652325492,3.467159963044964,0.007015590558027024,0.007014567386282638,9.732949929159195e-06,1.0
64,0.06304116559048195,0.05841160287761958,0.004752377695598057,0.051166088446440945,0.002493136596784391,3.4891044211227977,0.01139529957770565,0.011394247512589405,4.640621323943264e-06,1.0,0.07847204395188172,0.07430280446303916,0.002110259147173893,0.02681785080994128,0.045374694498843654,3.478913529036475,0.006817206973668005,0.00681617045515507,4.3023844234278946e-05,1.0
65,0.06250507141950343,0.05788093713228371,0.004672623195240826,0.05059294143226512,0.0026153723725664086,3.4866590139018134,0.011357169271006625,0.011356101553119594,8.790997254143607e-06,1.0,0.07595092602715385,0.07180384281641025,0.0034436433428715243,0.025636314118250472,0.04272388515399471,3.470061708043833,0.006699906316982796,0.006698856173449608,3.51575749819396e-05,1.0
66,0.06304037070397003,0.05839704624462264,0.004767294040465178,0.051151561087284275,0.0024781908468193095,3.4854436501377184,0.011547829053194488,0.011546747694861907,1.5488213273338773e-05,1.0,0.07378018796810361,0.06960060810884003,0.0016472227772178708,0.026483946030073965,0.041469439500007685,3.465064645986088,0.006971127187039275,0.0069700648382183955,8.701265835371174e-05,1.0
67,0.061452821038547614,0.056839644195865915,0.00443334237251383,0.04995935432495186,0.002446947486653481,3.481105262192613,0.01130603569392695,0.01130494717335381,7.339334869369003e-06,1.0,0.07738346730190955,0.07307728642842076,0.0014899258208499275,0.02607635736587595,0.04551100410145066,3.462724965830318,0.00694526991929065,0.006944196859420445,0.0007446426837170804,1.0
