method,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,feature_dim,real_train_sampled_windows,synthetic_sampled_windows,real_train_to_nearest_real_train_mse_mean,real_train_to_nearest_real_train_mse_median,real_train_to_nearest_real_train_mse_p01,real_train_to_nearest_real_train_mse_p05,real_train_to_nearest_real_train_mse_p95,syn_to_nearest_train_real_mse_mean,syn_to_nearest_train_real_mse_median,syn_to_nearest_train_real_mse_p01,syn_to_nearest_train_real_mse_p05,syn_to_nearest_train_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p01,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,copy_ratio_mean,near_duplicate_threshold_real_train_p01_mse,near_duplicate_rate_p01_lower_is_better,synthetic_diversity_ratio_mean
rollout_v1,3,ACC_y,ACC,1,32,256,256,1000,1000,0.15156812965869904,0.11216115951538086,0.002564453985542059,0.00882784090936184,0.4438803195953369,0.10271281749010086,0.09635987877845764,0.08201824128627777,0.0852152556180954,0.15088365972042084,0.001296842354349792,0.0011728554964065552,0.0008035945938900113,0.0009016469120979309,0.0019994392059743404,0.6776676450477385,0.002564453985542059,0.0,0.008556167825452623
rollout_v1,4,ACC_y,ACC,1,32,256,256,1000,1000,0.4480176270008087,0.33613014221191406,0.05386202782392502,0.06981723010540009,1.264562964439392,0.09424665570259094,0.09335575997829437,0.08540109544992447,0.08698368072509766,0.10510793328285217,0.001152253127656877,0.0009840726852416992,0.0006351909250952303,0.000717578805051744,0.0021557838190346956,0.21036372236849693,0.05386202782392502,0.0,0.00257189239488293
rollout_v1,5,ACC_y,ACC,1,32,256,256,1000,1000,0.06040133908390999,0.031200438737869263,0.005385563708841801,0.007840347476303577,0.1897067129611969,0.02035856619477272,0.01886685937643051,0.00413220701739192,0.005807050969451666,0.0397970974445343,0.0010182565310969949,0.0009489133954048157,0.0006625500973314047,0.0007228221511468291,0.001485519460402429,0.33705488162258207,0.005385563708841801,0.036,0.016858178089105363
rollout_v1,6,ACC_y,ACC,1,32,256,256,1000,1000,0.04350356385111809,0.012547285296022892,0.00013181590475142002,0.00030132141546346247,0.19248156249523163,0.021177295595407486,0.016773127019405365,0.0033979853615164757,0.004664166830480099,0.05520233139395714,0.0009048698120750487,0.0008551701903343201,0.0005528664332814515,0.0006327122682705522,0.0012793720234185457,0.48679449959277776,0.00013181590475142002,0.0,0.02079990078908886
rollout_v1,7,ACC_y,ACC,1,32,256,256,1000,1000,0.2568192183971405,0.1570429801940918,0.043070148676633835,0.05351877212524414,0.7955792546272278,0.13274899125099182,0.13112492859363556,0.09611557424068451,0.10062754154205322,0.16811513900756836,0.0012204060330986977,0.0011313259601593018,0.0007943495875224471,0.0008652955293655396,0.00196114182472229,0.5168966406778454,0.043070148676633835,0.0,0.004752004311497765
rollout_v1,8,ACC_y,ACC,1,32,256,256,1000,1000,0.020502740517258644,0.0007128715515136719,0.0,2.7939677238464355e-09,0.1186903715133667,0.014803435653448105,0.004819046705961227,0.0007745762122794986,0.0013629898894578218,0.04622074216604233,0.0007068047416396439,0.0006672404706478119,0.00046155587187968194,0.000522194430232048,0.0009816177189350128,0.722022289702539,0.0,0.0,0.034473671509653796
rollout_v1,1,ACC_z,ACC,2,32,256,256,1000,1000,0.03418489918112755,0.0005617737770080566,0.0,8.58306884765625e-06,0.23641423881053925,0.015100980177521706,0.01134885661303997,0.0008446071879006922,0.001099688233807683,0.05580546334385872,0.0006758748204447329,0.000619424507021904,0.00044060751679353416,0.0004768928629346192,0.000923880550544709,0.4417441776706629,0.0,0.0,0.019771151491880457
rollout_v1,2,ACC_z,ACC,2,32,256,256,1000,1000,0.24642789363861084,0.16205373406410217,0.05578824505209923,0.07093483209609985,0.7043997049331665,0.1099507212638855,0.10840216279029846,0.09529343992471695,0.09883172810077667,0.12311433255672455,0.0011059290263801813,0.0009677112102508545,0.000660948280710727,0.0007319652359001338,0.0017617482226341963,0.4461780671027827,0.05578824505209923,0.0,0.004487840276726295
rollout_v1,3,ACC_z,ACC,2,32,256,256,1000,1000,0.5610575079917908,0.41657429933547974,0.02709241397678852,0.07901427894830704,1.516059398651123,0.04730359464883804,0.0423392653465271,0.016386419534683228,0.01857970841228962,0.08781351894140244,0.0018215482123196125,0.0014024348929524422,0.0010200708638876677,0.0010898736072704196,0.002862093970179558,0.08431149031077609,0.02709241397678852,0.277,0.003246633698637297
rollout_v1,4,ACC_z,ACC,2,32,256,256,1000,1000,0.6770986318588257,0.44642186164855957,0.06296646595001221,0.08153729885816574,2.199725389480591,0.1388687640428543,0.13474050164222717,0.12158529460430145,0.12502224743366241,0.16786323487758636,0.001834319089539349,0.0011549293994903564,0.0007579648518003523,0.0008406847482547164,0.004450650420039892,0.20509384823540494,0.06296646595001221,0.0,0.0027090869826507085
rollout_v1,5,ACC_z,ACC,2,32,256,256,1000,1000,0.2192489504814148,0.13336753845214844,0.011449932120740414,0.017556309700012207,0.773987352848053,0.02726833149790764,0.023885928094387054,0.016405917704105377,0.01760413870215416,0.05237812548875809,0.0013367058709263802,0.0011594444513320923,0.0007918712217360735,0.0008913733181543648,0.0020304745994508266,0.12437154858909626,0.011449932120740414,0.0,0.006096749234107232
rollout_v1,6,ACC_z,ACC,2,32,256,256,1000,1000,0.16350366175174713,0.07281875610351562,0.000985803548246622,0.0019048929680138826,0.6396592259407043,0.016740411520004272,0.010392600670456886,0.0012532470282167196,0.0016514171147719026,0.05924530327320099,0.0011548197362571955,0.001083824783563614,0.0007595227798447013,0.0008506178855895996,0.0015533901751041412,0.10238554501257456,0.000985803548246622,0.0,0.007062959470660635
rollout_v1,7,ACC_z,ACC,2,32,256,256,1000,1000,0.3420829176902771,0.1725873351097107,0.0322551354765892,0.04655579477548599,1.1539313793182373,0.17335772514343262,0.17050430178642273,0.1516525000333786,0.15612228214740753,0.1956966519355774,0.0013759088469669223,0.0011547543108463287,0.0008289907709695399,0.0008799487841315567,0.0022794101387262344,0.5067710668335424,0.0322551354765892,0.0,0.004022150115699944
rollout_v1,8,ACC_z,ACC,2,32,256,256,1000,1000,0.06823377311229706,0.006179580464959145,7.62939453125e-06,0.00010544508404564112,0.28311699628829956,0.01281821820884943,0.012907527387142181,0.0015222069341689348,0.0025754354428499937,0.02187177911400795,0.0009559522732160985,0.0008627176284790039,0.0006020353175699711,0.0006783708813600242,0.0012855678796768188,0.18785738534132648,7.62939453125e-06,0.0,0.014009957673640903
rollout_v1,1,BVP,BVP,0,64,512,512,1000,1000,0.15428350865840912,0.06483210623264313,0.0023119840770959854,0.005219100043177605,0.5811379551887512,0.008196218870580196,0.005731194745749235,0.0036203826311975718,0.00401438120752573,0.019496096298098564,0.0013412073021754622,0.0011632987298071384,0.0007655969820916653,0.0008778961491771042,0.0018966952338814735,0.05312440028005201,0.0023119840770959854,0.0,0.008693134566604638
rollout_v1,2,BVP,BVP,0,64,512,512,1000,1000,0.7387273907661438,0.3069803714752197,0.028879351913928986,0.038648080080747604,2.480571746826172,0.0258923452347517,0.018264176324009895,0.012662447057664394,0.013954299502074718,0.06741359084844589,0.0027011677157133818,0.002220100723206997,0.0014115766389295459,0.0015851836651563644,0.004085369408130646,0.035049932571064424,0.028879351913928986,0.818,0.0036565149058734175
rollout_v1,3,BVP,BVP,0,64,512,512,1000,1000,1.38521409034729,0.8593807816505432,0.01792042702436447,0.06843506544828415,4.837352752685547,0.03159996122121811,0.0170449186116457,0.005859477911144495,0.0074157025665044785,0.09893178194761276,0.004042080137878656,0.003448864445090294,0.0020596194081008434,0.002494429238140583,0.006852858699858189,0.022812330196046168,0.01792042702436447,0.527,0.002918018352574841
rollout_v1,4,BVP,BVP,0,64,512,512,1000,1000,1.1425741910934448,0.5757162570953369,0.056941740214824677,0.07155194878578186,3.873335838317871,0.04788505658507347,0.03597012162208557,0.024098973721265793,0.02608581632375717,0.11165046691894531,0.0036436880473047495,0.003177974373102188,0.002055445685982704,0.0022642610128968954,0.006543650291860104,0.041909800657450015,0.056941740214824677,0.821,0.0031890165870259468
rollout_v1,5,BVP,BVP,0,64,512,512,1000,1000,0.9926422238349915,0.7058738470077515,0.08642426878213882,0.13914744555950165,2.7328414916992188,0.05716357380151749,0.04443945735692978,0.03401996195316315,0.03615354374051094,0.11898035556077957,0.0034307148307561874,0.0029122326523065567,0.001859685406088829,0.002101883990690112,0.005933898966759443,0.05758728817788017,0.08642426878213882,0.911,0.0034561443674055122
rollout_v1,6,BVP,BVP,0,64,512,512,1000,1000,0.8105922937393188,0.43462663888931274,0.01750948838889599,0.028969038277864456,2.643028974533081,0.017612934112548828,0.009627247229218483,0.004465685226023197,0.005107767414301634,0.05128280818462372,0.002737262984737754,0.002249587792903185,0.0014131527859717607,0.001608782447874546,0.0045994040556252,0.021728474658078888,0.01750948838889599,0.737,0.003376867761856665
rollout_v1,7,BVP,BVP,0,64,512,512,1000,1000,1.303701639175415,0.7466632127761841,0.032843951135873795,0.054617978632450104,4.317474365234375,0.038900505751371384,0.02469136379659176,0.01787927933037281,0.01905166544020176,0.0903700739145279,0.004360929597169161,0.0026606405153870583,0.0017410931177437305,0.0019363214960321784,0.00623843539506197,0.029838503367975947,0.032843951135873795,0.709,0.0033450365222578286
rollout_v1,8,BVP,BVP,0,64,512,512,1000,1000,0.7090595364570618,0.32026028633117676,0.00898599810898304,0.03592907264828682,2.446037769317627,0.017209414392709732,0.0097831841558218,0.003997319377958775,0.004706209991127253,0.0596945583820343,0.002797467168420553,0.0022821957245469093,0.001426213071681559,0.0016614526975899935,0.00475268391892314,0.024270760786463064,0.00898599810898304,0.459,0.003945320561371447
rollout_v1,1,EDA,SLOW,0,4,32,32,1000,1000,3.772863783524372e-05,2.384185791015625e-07,0.0,0.0,0.00010947715782094747,0.005639749579131603,0.006488981656730175,0.00026069997693412006,0.000503892544656992,0.008404861204326153,4.5864209823776037e-05,3.9453618228435516e-05,1.3759704415861052e-05,2.1377392840804532e-05,8.670175157021731e-05,149.48192944997618,0.0,0.0,1.2156338647596914
rollout_v1,2,EDA,SLOW,0,4,32,32,1000,1000,0.0008273256244137883,7.537007331848145e-05,0.0,1.1920928955078125e-07,0.004113540984690189,0.0027746616397053003,0.00201014569029212,0.000354144285665825,0.0006295825587585568,0.008415807038545609,6.766400474589318e-05,5.7190656661987305e-05,2.3337863240158185e-05,2.9704813641728833e-05,0.00013514193415176123,3.3537721518916093,0.0,0.0,0.0817864245336742
rollout_v1,3,EDA,SLOW,0,4,32,32,1000,1000,0.0025129918940365314,0.0014978647232055664,2.9790401185891824e-06,6.198883056640625e-06,0.008848333731293678,0.004097842611372471,0.0026595741510391235,0.0007262572762556374,0.0009925842750817537,0.01162696909159422,0.00011258226732024923,9.995698928833008e-05,3.572121204342693e-05,4.474818706512451e-05,0.00021729021682403982,1.6306628847856126,2.9790401185891824e-06,0.0,0.04480009171036849
rollout_v1,4,EDA,SLOW,0,4,32,32,1000,1000,0.0011547072790563107,0.00045217573642730713,1.2386142770992592e-05,4.841685222345404e-05,0.003582215402275324,0.0007126695709303021,0.0004830658435821533,0.000135062204208225,0.00021488945640157908,0.0016578489448875189,4.6498829760821536e-05,4.111975431442261e-05,1.4357567124534398e-05,2.0357221728772856e-05,9.086840145755559e-05,0.6171863500442591,1.2386142770992592e-05,0.0,0.040268932745295326
rollout_v1,5,EDA,SLOW,0,4,32,32,1000,1000,0.003519651712849736,0.0007446184754371643,2.300877167726867e-05,6.061643216526136e-05,0.013657140545547009,0.0034310976043343544,0.0025074705481529236,0.00029318511951714754,0.000551982200704515,0.010305767878890038,0.0001233244693139568,0.00011083483695983887,4.2863637645496055e-05,5.996227264404297e-05,0.00022902041382621974,0.9748400933558046,2.300877167726867e-05,0.0,0.03503882752481364
rollout_v1,6,EDA,SLOW,0,4,32,32,1000,1000,0.0006462658056989312,4.466730752028525e-05,2.384185791015625e-07,5.960464477539062e-07,0.0030144392512738705,0.003026151331141591,0.0027675325982272625,0.00032120069954544306,0.0004414884315337986,0.006453205365687609,7.9104102042038e-05,7.054395973682404e-05,2.9128612368367612e-05,3.767162706935778e-05,0.00014433199248742312,4.682518097749011,2.384185791015625e-07,0.0,0.12240180641537664
rollout_v1,7,EDA,SLOW,0,4,32,32,1000,1000,0.000857979990541935,0.0003518186276778579,5.948543275735574e-07,1.0669231187421246e-06,0.0035722614265978336,0.0016203813720494509,0.0010886779054999352,0.000118591524369549,0.00020965254225302488,0.00464658485725522,5.8308272855356336e-05,5.2838586270809174e-05,1.983819493034389e-05,2.6129000616492704e-05,0.00010300008580088615,1.8886004218186396,5.948543275735574e-07,0.0,0.0679599448683255
rollout_v1,8,EDA,SLOW,0,4,32,32,1000,1000,0.0002975258103106171,5.938112735748291e-06,1.1920928955078125e-07,2.950429802694998e-07,0.0014390021096915007,0.003809416899457574,0.0038216812536120415,0.00042489825864322484,0.0006626932881772518,0.007050597108900547,6.96958159096539e-05,6.0702674090862274e-05,1.883693039417267e-05,3.1201914680423215e-05,0.00012709051952697337,12.80365187638861,1.1920928955078125e-07,0.0,0.23425132709290478
rollout_v1,1,TEMP,SLOW,1,4,32,32,1000,1000,6.588622636627406e-05,4.869699478149414e-05,0.0,1.2159347534179688e-05,0.0001622512936592102,0.001009622705169022,0.0005799196660518646,0.0001387494121445343,0.000180249655386433,0.002634010510519147,2.3112661438062787e-05,2.144649624824524e-05,7.521882707806071e-06,9.90852731774794e-06,4.191287007415667e-05,15.323729417379855,0.0,0.0,0.35079655813910343
rollout_v1,2,TEMP,SLOW,1,4,32,32,1000,1000,7.672261563129723e-05,6.0558319091796875e-05,4.7206879116856726e-07,1.6197562217712402e-05,0.00017874613695312291,0.0016925926320254803,0.0010663270950317383,5.5463537137256935e-05,9.574704017722979e-05,0.004617323633283377,3.495193232083693e-05,3.17692756652832e-05,1.1510327567521017e-05,1.5348196029663086e-05,6.210580613696948e-05,22.061195621373287,4.7206879116856726e-07,0.0,0.45556231410049963
rollout_v1,3,TEMP,SLOW,1,4,32,32,1000,1000,0.00010457831376697868,6.556510925292969e-05,8.081718988250941e-06,1.622922718524933e-05,0.00027245283126831055,0.005910959094762802,0.004124894738197327,0.0004202847194392234,0.0008160136640071869,0.023350464180111885,5.969700214336626e-05,5.2891671657562256e-05,1.757860263751354e-05,2.6553869247436523e-05,0.00011516288213897496,56.52184360070671,8.081718988250941e-06,0.0,0.5708353863534564
rollout_v1,4,TEMP,SLOW,1,4,32,32,1000,1000,9.099123417399824e-05,6.490945816040039e-05,4.0531158447265625e-06,1.6564130419283174e-05,0.0002190437080571428,0.002060218947008252,0.0013715624809265137,7.126301352400333e-05,0.00011566877219593152,0.006496997084468603,3.502245817799121e-05,3.073364496231079e-05,1.0891109923250042e-05,1.6123056411743164e-05,6.470270454883575e-05,22.641949696699275,4.0531158447265625e-06,0.0,0.3848992542624427
rollout_v1,5,TEMP,SLOW,1,4,32,32,1000,1000,8.223416079999879e-05,6.914138793945312e-05,4.141628778597806e-06,1.627206802368164e-05,0.00019074678129982203,0.00403844378888607,0.0025095585733652115,9.572922863299027e-05,0.00017810185090638697,0.011033760383725166,6.475605187006295e-05,5.631614476442337e-05,2.1230393031146377e-05,2.8535350793390535e-05,0.00012543164484668523,49.10907765822461,4.141628778597806e-06,0.0,0.787459265591045
rollout_v1,6,TEMP,SLOW,1,4,32,32,1000,1000,8.458625961793587e-05,6.031990051269531e-05,4.112124315724941e-06,1.621246337890625e-05,0.00017653373652137816,0.004056532867252827,0.0033463314175605774,0.00016984372632578015,0.0003510756359901279,0.011050472036004066,3.7775487726321444e-05,3.3420510590076447e-05,1.2803822755813599e-05,1.6438494640169665e-05,7.245792221510783e-05,47.95735011307522,4.112124315724941e-06,0.0,0.44659130096244903
rollout_v1,7,TEMP,SLOW,1,4,32,32,1000,1000,0.00017813740123528987,6.490945816040039e-05,8.074939614743926e-06,1.6674399375915527e-05,0.00020647048950195312,0.0015473238890990615,0.0010427869856357574,6.744745769537985e-05,0.00010147430293727666,0.004874820820987225,3.519372330629267e-05,3.072619438171387e-05,1.243481437995797e-05,1.6010551917133853e-05,6.498750008177012e-05,8.686125868959456,8.074939614743926e-06,0.0,0.19756504283908136
rollout_v1,8,TEMP,SLOW,1,4,32,32,1000,1000,7.638021634193137e-05,5.272543057799339e-05,3.814697265625e-06,8.106231689453125e-06,0.00019284784502815455,0.0035050257574766874,0.002875804901123047,5.770173083874397e-05,9.047081402968615e-05,0.008901391178369522,4.143018304603174e-05,3.593228757381439e-05,1.539763070468325e-05,1.9155442714691162e-05,7.795383862685412e-05,45.889183421342196,3.814697265625e-06,0.0,0.5424203416832601
