method,reference_real_split,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,real_num_windows,syn_num_windows,real_mean,syn_mean,abs_mean_diff_lower_is_better,real_std,syn_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
rollout_v1,real_train,4,ACC_y,ACC,1,32,256,2296,2280,0.7788820862770081,0.45787203311920166,0.3210100531578064,0.8796221613883972,0.10918010771274567,0.7704420536756516,0.12396252994337979,1.2756785154342651
rollout_v1,real_train,5,ACC_y,ACC,1,32,256,4580,4519,-0.4851761758327484,0.2078309804201126,0.693007156252861,0.49763017892837524,0.12135554105043411,0.37627463787794113,0.07772906286750458,0.2850797176361084
rollout_v1,real_train,6,ACC_y,ACC,1,32,256,8792,8562,-0.26589614152908325,0.24531422555446625,0.5112103670835495,0.765527069568634,0.14189736545085907,0.623629704117775,0.10985009797932715,0.10019220411777496
rollout_v1,real_train,7,ACC_y,ACC,1,32,256,2903,2803,1.0924618244171143,0.4483785033226013,0.6440833210945129,1.165909767150879,0.17198024690151215,0.9939295202493668,0.07002309861370912,0.3945815861225128
rollout_v1,real_train,8,ACC_y,ACC,1,32,256,5520,5301,-0.4915630519390106,0.18229137361049652,0.6738544255495071,0.7389000058174133,0.15072789788246155,0.5881721079349518,0.13125905492734144,0.2041354775428772
rollout_v1,real_train,1,ACC_z,ACC,2,32,256,3032,2946,-0.09782199561595917,0.13524958491325378,0.23307158052921295,0.925687849521637,0.13204865157604218,0.7936391979455948,0.12690407620396021,0.2873348891735077
rollout_v1,real_train,2,ACC_z,ACC,2,32,256,2139,2101,-0.4638763964176178,0.07950638234615326,0.5433827787637711,0.6174164414405823,0.10763612389564514,0.5097803175449371,0.12348205346293167,0.7853479981422424
rollout_v1,real_train,3,ACC_z,ACC,2,32,256,1500,1488,-0.6526036262512207,0.06808465719223022,0.7206882834434509,0.9993075132369995,0.1502225399017334,0.8490849733352661,0.13503091397849462,1.166348934173584
rollout_v1,real_train,4,ACC_z,ACC,2,32,256,2296,2280,0.7796199917793274,0.36338010430336,0.4162398874759674,0.8542037606239319,0.10886600613594055,0.7453377544879913,0.13237350951693258,1.434907078742981
rollout_v1,real_train,5,ACC_z,ACC,2,32,256,4580,4519,0.5598962306976318,0.21920956671237946,0.3406866639852524,0.7958648204803467,0.1144227683544159,0.6814420521259308,0.12826811012527406,0.7245076894760132
rollout_v1,real_train,6,ACC_z,ACC,2,32,256,8792,8562,-0.08257289975881577,0.16611871123313904,0.2486916109919548,1.0594714879989624,0.1440015733242035,0.9154699146747589,0.14353907840041905,0.33733034133911133
rollout_v1,real_train,7,ACC_z,ACC,2,32,256,2903,2803,-0.5284312963485718,0.07391642779111862,0.6023477241396904,0.7815802097320557,0.12169796973466873,0.6598822399973869,0.147404126614563,0.8560261130332947
rollout_v1,real_train,8,ACC_z,ACC,2,32,256,5520,5301,0.5564465522766113,0.24391159415245056,0.31253495812416077,0.8448745012283325,0.12898962199687958,0.7158848792314529,0.11099302981248924,0.12467367947101593
rollout_v1,real_train,1,BVP,BVP,0,64,512,3032,2946,8.549563062842935e-05,0.015723176300525665,0.015637680669897236,0.5557454824447632,0.07897014915943146,0.4767753332853317,0.43665474376577984,0.245682954788208
rollout_v1,real_train,2,BVP,BVP,0,64,512,2139,2101,3.8394580769818276e-05,-0.004266900941729546,0.004305295522499364,0.9641202092170715,0.12678687274456024,0.8373333364725113,0.2718391122697478,0.37261441349983215
rollout_v1,real_train,3,BVP,BVP,0,64,512,1500,1488,0.00028614222537726164,-0.011466272175312042,0.011752414400689304,1.3503661155700684,0.18847201764583588,1.1618940979242325,0.36366697118615593,0.4727095663547516
rollout_v1,real_train,4,BVP,BVP,0,64,512,2296,2280,4.323876783018932e-05,-0.002756852889433503,0.0028000916572636925,1.2229307889938354,0.1653829962015152,1.0575477927923203,0.3358183055294486,0.3985820412635803
rollout_v1,real_train,5,BVP,BVP,0,64,512,4580,4519,-1.988068652281072e-05,0.016841819509863853,0.016861700196386664,1.1462409496307373,0.1577189713716507,0.9885219782590866,0.26821561996757265,0.4245855510234833
rollout_v1,real_train,6,BVP,BVP,0,64,512,8792,8562,6.72425403536181e-06,-0.007059347815811634,0.007066072069846996,1.0264042615890503,0.13726107776165009,0.8891431838274002,0.4179828188528613,0.3835085928440094
rollout_v1,real_train,7,BVP,BVP,0,64,512,2903,2803,-0.00015971981338225305,0.005068125203251839,0.005227845016634092,1.2980211973190308,0.1691618412733078,1.128859356045723,0.31215370575908785,0.4392938017845154
rollout_v1,real_train,8,BVP,BVP,0,64,512,5520,5301,-4.752119639306329e-05,-0.004516642075031996,0.0044691208786389325,1.003320336341858,0.13506260514259338,0.8682577311992645,0.31011441851843735,0.37523531913757324
rollout_v1,real_train,1,EDA,SLOW,0,4,32,3032,2946,-0.6264025568962097,0.03099576011300087,0.6573983170092106,0.42745333909988403,0.07319113612174988,0.35426220297813416,0.05885185202600189,0.4079091548919678
rollout_v1,real_train,2,EDA,SLOW,0,4,32,2139,2101,-0.17254607379436493,0.10131505876779556,0.2738611325621605,0.9103105068206787,0.058576550334692,0.8517339564859867,0.060319841182953686,0.24661219120025635
rollout_v1,real_train,3,EDA,SLOW,0,4,32,1500,1488,1.0208401679992676,0.31859028339385986,0.7022498846054077,1.1246874332427979,0.07274090498685837,1.0519465282559395,0.08927503360215054,0.17256668210029602
rollout_v1,real_train,4,EDA,SLOW,0,4,32,2296,2280,-0.02288411557674408,0.1375245451927185,0.16040866076946259,0.48991748690605164,0.034471940249204636,0.455445546656847,0.16738449591967725,0.06276042014360428
rollout_v1,real_train,5,EDA,SLOW,0,4,32,4580,4519,0.7192407250404358,0.29092875123023987,0.4283119738101959,1.0668915510177612,0.07105730473995209,0.9958342462778091,0.16147244567092267,0.12795120477676392
rollout_v1,real_train,6,EDA,SLOW,0,4,32,8792,8562,-0.11523645371198654,0.07588712871074677,0.1911235824227333,0.6600409746170044,0.06643132865428925,0.5936096459627151,0.12296555005622958,0.2691832184791565
rollout_v1,real_train,7,EDA,SLOW,0,4,32,2903,2803,-0.18237988650798798,0.09615253657102585,0.2785324230790138,0.4434095025062561,0.047227680683135986,0.3961818218231201,0.1251521079230965,0.12601369619369507
rollout_v1,real_train,8,EDA,SLOW,0,4,32,5520,5301,-0.1987684667110443,0.09303513914346695,0.29180360585451126,0.7064118981361389,0.06856779754161835,0.6378441005945206,0.0948951643660343,0.31018421053886414
rollout_v1,real_train,1,TEMP,SLOW,1,4,32,3032,2946,-0.49983975291252136,-0.24417845904827118,0.2556612938642502,0.4942582845687866,0.0396563746035099,0.4546019099652767,0.08817280754549348,0.1439240574836731
rollout_v1,real_train,2,TEMP,SLOW,1,4,32,2139,2101,-0.7416559457778931,-0.264387845993042,0.4772680997848511,0.6019709706306458,0.049330901354551315,0.5526400692760944,0.12611972631968704,0.18484348058700562
rollout_v1,real_train,3,TEMP,SLOW,1,4,32,1500,1488,-1.0185893774032593,-0.3334118723869324,0.6851775050163269,0.9401432275772095,0.08058366924524307,0.8595595583319664,0.04959576612903226,0.2880450189113617
rollout_v1,real_train,4,TEMP,SLOW,1,4,32,2296,2280,-0.5562840104103088,-0.2792305648326874,0.27705344557762146,0.6819718480110168,0.054418906569480896,0.627552941441536,0.08025312901155328,0.1868729293346405
rollout_v1,real_train,5,TEMP,SLOW,1,4,32,4580,4519,0.33216097950935364,-0.12176279723644257,0.4539237767457962,0.8923265933990479,0.07076697051525116,0.8215596228837967,0.1080432684270489,0.30054014921188354
rollout_v1,real_train,6,TEMP,SLOW,1,4,32,8792,8562,0.5162266492843628,-0.11482643336057663,0.6310530826449394,0.5475713014602661,0.06908241659402847,0.47848888486623764,0.11628645743332527,0.2877257466316223
rollout_v1,real_train,7,TEMP,SLOW,1,4,32,2903,2803,0.268414705991745,-0.11352632939815521,0.3819410353899002,0.45969414710998535,0.04954683408141136,0.410147313028574,0.1090077569318538,0.19297945499420166
rollout_v1,real_train,8,TEMP,SLOW,1,4,32,5520,5301,0.320448100566864,-0.09787972271442413,0.41832782328128815,0.7142695188522339,0.06689151376485825,0.6473780050873756,0.15383496397316337,0.29247137904167175
