framework,model,model_family,experiment,synthetic_method,synthetic_method_display_name,modality,activity_label,precision,recall,f1,support,correct_true_activity_windows,total_true_activity_windows,true_activity_window_accuracy
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,temp,3,0.11161161161161161,0.504524886877828,0.18278688524590164,442,223,442,0.504524886877828
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,temp,4,0.06625766871165645,0.07780979827089338,0.07157057654075547,694,54,694,0.07780979827089338
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,temp,5,0.13613861386138615,0.08112094395280237,0.10166358595194085,1356,110,1356,0.08112094395280237
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,temp,6,0.38467943380516234,0.29539641943734013,0.3341772151898734,3128,924,3128,0.29539641943734013
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,temp,7,0.5204918032786885,0.11308993766696349,0.18580833942940747,1123,127,1123,0.11308993766696349
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,temp,8,0.14663843303335097,0.15974625144175317,0.15291195142147393,1734,277,1734,0.15974625144175317
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,1,0.0,0.0,0.0,865,0,865,0.0
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,2,0.07449605609114812,0.8933933933933934,0.137524557956778,666,595,666,0.8933933933933934
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,3,0.07407407407407407,0.0043859649122807015,0.008281573498964804,456,2,456,0.0043859649122807015
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,4,0.23076923076923078,0.004379562043795621,0.008595988538681949,685,3,685,0.004379562043795621
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,5,0.15609756097560976,0.02373887240356083,0.0412105602060528,1348,32,1348,0.02373887240356083
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,6,0.4,0.0015606710885680843,0.003109211037699184,2563,4,2563,0.0015606710885680843
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,7,0.08173076923076923,0.061519903498190594,0.07019958706125258,829,51,829,0.061519903498190594
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,temp,8,0.25862068965517243,0.018891687657430732,0.035211267605633804,1588,30,1588,0.018891687657430732
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,1,0.049886621315192746,0.024719101123595506,0.03305785123966942,890,22,890,0.024719101123595506
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,2,0.10596026490066225,0.025396825396825397,0.040973111395646605,630,16,630,0.025396825396825397
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,3,0.13742437337942956,0.7194570135746606,0.23076923076923078,442,318,442,0.7194570135746606
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,4,0.0,0.0,0.0,694,0,694,0.0
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,5,0.0,0.0,0.0,1356,0,1356,0.0
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,6,0.35332482631504325,0.7966751918158568,0.4895393379825165,3128,2492,3128,0.7966751918158568
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,7,0.0,0.0,0.0,1123,0,1123,0.0
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,temp,8,0.0,0.0,0.0,1734,0,1734,0.0
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,1,0.0893909626719057,0.10224719101123596,0.09538784067085954,890,91,890,0.10224719101123596
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,2,0.1969111969111969,0.3238095238095238,0.24489795918367346,630,204,630,0.3238095238095238
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,3,0.12324114507520621,0.5746606334841629,0.20295645225729125,442,254,442,0.5746606334841629
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,4,0.08742331288343558,0.08213256484149856,0.08469539375928678,694,57,694,0.08213256484149856
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,5,0.2117039586919105,0.09070796460176991,0.12700051626226122,1356,123,1356,0.09070796460176991
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,6,0.3829553767373811,0.33471867007672634,0.3572159672466735,3128,1047,3128,0.33471867007672634
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,7,0.672566371681416,0.13535173642030277,0.22535211267605634,1123,152,1123,0.13535173642030277
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,temp,8,0.11012433392539965,0.10726643598615918,0.10867659947414549,1734,186,1734,0.10726643598615918
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,1,0.6077348066298343,0.9553349875930521,0.7428847081524361,806,770,806,0.9553349875930521
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,2,0.8952702702702703,0.8346456692913385,0.8638956805215974,635,530,635,0.8346456692913385
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,3,0.4004237288135593,0.8513513513513513,0.5446685878962536,444,378,444,0.8513513513513513
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,4,1.0,0.9684361549497847,0.9839650145772595,697,675,697,0.9684361549497847
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,5,0.9086115992970123,0.7591776798825257,0.8272,1362,1034,1362,0.7591776798825257
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,6,0.6936416184971098,0.4984025559105431,0.5800334634690463,3130,1560,3130,0.4984025559105431
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,7,0.7793263646922184,0.5969750889679716,0.6760705289672544,1124,671,1124,0.5969750889679716
aeon,MiniRocketClassifier,timevae,real_to_real,none,none,fused,8,0.5415913200723327,0.6885057471264368,0.6062753036437247,1740,1198,1740,0.6885057471264368
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,1,0.0,0.0,0.0,865,0,865,0.0
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,2,0.12056737588652482,0.025525525525525526,0.042131350681536554,666,17,666,0.025525525525525526
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,3,0.0,0.0,0.0,456,0,456,0.0
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,4,0.0,0.0,0.0,685,0,685,0.0
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,5,0.21076923076923076,0.1016320474777448,0.13713713713713713,1348,137,1348,0.1016320474777448
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,6,0.5434782608695652,0.009754194303550527,0.019164430816404752,2563,25,2563,0.009754194303550527
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,7,0.024390243902439025,0.0024125452352231603,0.0043907793633369925,829,2,829,0.0024125452352231603
aeon,MiniRocketClassifier,timevae,real_to_3synthetic,prior_v1,TimeVAE-Prior,fused,8,0.17918574433857196,0.9118387909319899,0.29951391043541215,1588,1448,1588,0.9118387909319899
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,1,0.13040765391014975,0.7779156327543424,0.2233701460634129,806,627,806,0.7779156327543424
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,2,0.45302445302445304,0.5543307086614173,0.4985835694050991,635,352,635,0.5543307086614173
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,3,0.0,0.0,0.0,444,0,444,0.0
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,4,0.4551083591331269,0.8436154949784792,0.5912518853695324,697,588,697,0.8436154949784792
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,5,0.46621621621621623,0.6079295154185022,0.5277246653919694,1362,828,1362,0.6079295154185022
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,6,0.0,0.0,0.0,3130,0,3130,0.0
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,7,0.6353591160220995,0.4092526690391459,0.49783549783549785,1124,460,1124,0.4092526690391459
aeon,MiniRocketClassifier,timevae,synthetic_to_real,prior_v1,TimeVAE-Prior,fused,8,0.3805970149253731,0.11724137931034483,0.17926186291739896,1740,204,1740,0.11724137931034483
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,fused,1,0.7262569832402235,0.967741935483871,0.8297872340425532,806,780,806,0.967741935483871
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,fused,2,0.9322344322344323,0.8015748031496063,0.8619813717188823,635,509,635,0.8015748031496063
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,fused,3,0.3359497645211931,0.963963963963964,0.49825378346915017,444,428,444,0.963963963963964
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,fused,4,0.939521800281294,0.9583931133428981,0.9488636363636364,697,668,697,0.9583931133428981
aeon,MiniRocketClassifier,timevae,real_plus_synthetic_to_real,prior_v1,TimeVAE-Prior,fused,5,0.9439775910364145,0.7422907488986784,0.8310727496917386,1362,1011,1362,0.7422907488986784
