epoch,train_total_loss,train_recon_loss,train_kl_loss,train_activity_loss,train_activity_accuracy,train_beta_kl_used,val_total_loss,val_recon_loss,val_kl_loss,val_activity_loss,val_activity_accuracy,val_beta_kl_used
23,0.4925213478707607,0.13353616473935342,308.79302603320644,0.014706397477435245,0.9956439763344386,7.666666351724416e-05,0.51176636709053,0.137592781733294,373.79033630371094,0.015343760154553552,0.9955737704918033,7.666666351724416e-05
24,0.48983039807749384,0.13263644512984232,303.0550960577726,0.013584311094599346,0.9957740068916195,7.999999797903001e-05,0.4651230889607648,0.12365682654449198,374.0489158255155,0.024002808176103185,0.9939344262295082,7.999999797903001e-05
25,0.48400259241931626,0.13085835461293013,296.81391578269063,0.012638584063678746,0.9960015604093135,8.333333244081587e-05,0.42289830839047665,0.11173323914286543,359.44087741539124,0.018785631558018143,0.9945901639344262,8.333333244081587e-05
26,0.4795461872426782,0.12943067179840087,292.020850279607,0.012303637443721299,0.996261621481048,8.666666690260172e-05,0.4276557265099932,0.11291455205468857,335.0549574755059,0.03416695489280964,0.9898360655737705,8.666666690260172e-05
27,0.4757039133636378,0.12823664590325934,287.04061927544916,0.01041996226927625,0.9967817437523991,9.000000136438757e-05,0.44712844740171903,0.11863525188115777,339.6326407010438,0.013381226667981656,0.9968852459016393,9.000000136438757e-05
28,0.4717531842858667,0.1269136891461699,282.39567795975387,0.011983394332025553,0.996814251349067,9.333333582617342e-05,0.4337957963298579,0.11494383146528338,327.47468508861107,0.009280784286425753,0.9968852459016393,9.333333582617342e-05
29,0.4708604723220916,0.12652112683768732,278.43156309396284,0.011214744431581502,0.9962941291203433,9.666667028795928e-05,0.44206885682266267,0.11719122925742728,316.9203923259798,0.012639194883292371,0.9963934426229508,9.666667028795928e-05
30,0.46697012827165585,0.12531004025519774,274.7002466354435,0.00914964721010038,0.9969767895455433,9.999999747378752e-05,0.4477321936703119,0.1183020932373942,321.40765242779844,0.015341031590479495,0.9960655737704918,9.999999747378752e-05
31,0.4640638593943483,0.1245328080821941,273.19374135166635,0.008796600993684773,0.9972368506599051,9.999999747378752e-05,0.4021120202003932,0.1049506008722743,329.2248604396132,0.01862432481816466,0.9949180327868853,9.999999747378752e-05
32,0.46064737982847903,0.12353678549933005,272.2129167398406,0.010473398577358205,0.9964566673168195,9.999999747378752e-05,0.4686150040538585,0.1240024796506909,321.14025908923537,0.024923009872522404,0.9924590163934426,9.999999747378752e-05
33,0.4568599073747829,0.12248203300502022,272.03699788197173,0.009690924743432004,0.9965541902347052,9.999999747378752e-05,0.428322361463406,0.1129175915752278,306.6552012259061,0.02445267634313376,0.9932786885245901,9.999999747378752e-05
34,0.45594655876467827,0.12224445056358416,271.081065405656,0.009828758045201906,0.9965541902347052,9.999999747378752e-05,0.3941944041017626,0.10290162274094879,330.6278525630763,0.009759342865951618,0.9967213114754099,9.999999747378752e-05
35,0.4527339446212154,0.1213630931683824,270.5778509747276,0.00905333805147673,0.9970092971848384,9.999999747378752e-05,0.44685823996536067,0.11521613519944128,305.94338446945443,0.13007421448580123,0.9739344262295082,9.999999747378752e-05
36,0.4487559441650234,0.12016863401139498,270.00466447719464,0.011652594002224298,0.9960990832845719,9.999999747378752e-05,0.4407684397599736,0.11673345296842152,308.73167268346566,0.013281901449339129,0.9954098360655738,9.999999747378752e-05
37,0.444107245673486,0.11891732182225126,270.3236248923343,0.008642576057965392,0.9972043430206099,9.999999747378752e-05,0.39550555455391523,0.10382252903258214,311.1835055091733,0.010083514178328246,0.9972131147540984,9.999999747378752e-05
38,0.4402485319025905,0.11783781050124409,269.3302626530748,0.008831674980631685,0.9975944346921527,9.999999747378752e-05,0.41082297252827005,0.10787679082301796,297.7408455670466,0.03480117043373404,0.990655737704918,9.999999747378752e-05
39,0.43778753948726296,0.11712495744030728,269.3066557439094,0.00919523901424105,0.9967817437523991,9.999999747378752e-05,0.41249319432211706,0.10909682568590172,299.7963507080078,0.006746682944902234,0.9978688524590164,9.999999747378752e-05
40,0.43609182426836623,0.11661731006778517,270.4860492842954,0.008826337836573247,0.9970092971848384,9.999999747378752e-05,0.42365564465522765,0.11127991949803516,300.4115842625352,0.04134770754909026,0.990655737704918,9.999999747378752e-05
41,0.43079020983453115,0.11509881430762028,270.5412654223193,0.008902327232826582,0.9973993888563812,9.999999747378752e-05,0.42463490415303434,0.1121371804702966,300.4237352114818,0.021124012763573802,0.9940983606557378,9.999999747378752e-05
42,0.4289990154519269,0.11457990028541037,271.7677803612462,0.007925852537334683,0.9976919576100384,9.999999747378752e-05,0.41667407914263305,0.10999260730186447,290.9823374963979,0.02601717968456081,0.9927868852459016,9.999999747378752e-05
43,0.4255589596817207,0.11354466832582774,272.46961087506565,0.009056614756808929,0.997366881217086,9.999999747378752e-05,0.42918472013512593,0.11358565489654658,298.80535242299567,0.01754389546139807,0.9955737711171635,9.999999747378752e-05
44,0.42259100971029095,0.11271116063003615,273.5964429039506,0.007423022731783174,0.9979845263636955,9.999999747378752e-05,0.37403477545155855,0.09818771980336455,293.93392993364176,0.009843679412442725,0.9973770491803279,9.999999747378752e-05
45,0.41938987559540886,0.11174745035734578,274.21812539459955,0.008519851075403364,0.9973343735777908,9.999999747378752e-05,0.37739334065894614,0.09908421475623475,293.40582512527214,0.012580115990751407,0.9968852459016393,9.999999747378752e-05
46,0.41687176859771763,0.11108545657358959,275.1717146145616,0.005554994098601397,0.9983746180352383,9.999999747378752e-05,0.4167487197039557,0.10997316953466564,295.01723150534707,0.023408974194107195,0.9934426229508196,9.999999747378752e-05
47,0.41484235142919007,0.11038330942343909,277.03710622621924,0.007970573059855093,0.9974318964956764,9.999999747378752e-05,0.3646190963758797,0.09546597632961196,295.82152870053153,0.009060334143244097,0.9968852459016393,9.999999747378752e-05
48,0.40927391735329816,0.10880774991013636,278.67188914669606,0.0057960326310038165,0.9983746180352383,9.999999747378752e-05,0.3947880946808174,0.10354983791098243,302.8800833079854,0.020756517629383405,0.9945901639344262,9.999999747378752e-05
49,0.4079354489766515,0.10834423100746435,280.1879305000323,0.007118476335499134,0.9978544958065145,9.999999747378752e-05,0.38182123527663653,0.1002054194092262,297.6260296530802,0.013396636716750466,0.9963934426229508,9.999999747378752e-05
50,0.4063350837567516,0.10784786073123438,281.47904433842,0.007196659795413378,0.998049541642286,9.999999747378752e-05,0.37977690990342466,0.09961773087865994,302.69514878570055,0.008453362516020654,0.9980327868852459,9.999999747378752e-05
51,0.4065556782006241,0.10787424319692275,282.88480341433706,0.007073470228767178,0.9976919576100384,9.999999747378752e-05,0.37885707998862034,0.0991946694596869,303.1394630507172,0.013617933519572481,0.9968852459016393,9.999999747378752e-05
52,0.4037177072499231,0.10703876365249128,283.9499671717287,0.00687037565007367,0.9978544958065145,9.999999747378752e-05,0.39653033935632864,0.10377707651526225,308.58492483670597,0.024520733747319997,0.9922950819672132,9.999999747378752e-05
53,0.40044617556400275,0.10603489945779797,285.56874930397464,0.007671515856072209,0.9973993888563812,9.999999747378752e-05,0.39665168511085824,0.10424842658223676,304.61965768282533,0.0132022408383887,0.9963934426229508,9.999999747378752e-05
54,0.3966429953003618,0.10502468386960351,284.8244374999841,0.005741580690037726,0.9980820492815812,9.999999747378752e-05,0.395668611189381,0.10374881272066812,309.5497394099001,0.015927925285735105,0.9957377049180328,9.999999747378752e-05
55,0.3946207785267691,0.10435986423287433,286.63879449491066,0.006973733006436497,0.9980170340029907,9.999999747378752e-05,0.4050057039446518,0.10698790426869861,299.15537901831453,0.006324979007992222,0.9981967213114754,9.999999747378752e-05
56,0.39354882178447015,0.10409631690364163,286.20488694024004,0.005912220901992873,0.998049541642286,9.999999747378752e-05,0.34895979909623254,0.09062398575124193,309.479808069448,0.008278652410095436,0.9972131147540984,9.999999747378752e-05
57,0.39231074834651175,0.10371639840481658,286.9696105675288,0.006063926100432262,0.9982120798387621,9.999999747378752e-05,0.41215908837122994,0.10849206840527839,304.22220955270234,0.02014621988685084,0.9934426229508196,9.999999747378752e-05
58,0.39075333675213764,0.10323257356597267,288.2719247420055,0.006121351693961356,0.9980170340029907,9.999999747378752e-05,0.41764548750685865,0.11041776925081112,300.2704397733094,0.011562522923376804,0.9965573770491803,9.999999747378752e-05
59,0.389261159996211,0.10280665486332158,288.4367891533246,0.00594187473009248,0.9978219881672193,9.999999747378752e-05,0.36433537156366913,0.09482519818500418,306.0900397428919,0.018381749215654143,0.9952459016393442,9.999999747378752e-05
60,0.3891559783116203,0.10278339254926638,288.10767463856206,0.0060333670655555,0.9982770951173526,9.999999747378752e-05,0.391926603981706,0.10272300002394152,308.19949146708507,0.015761517638161197,0.9952459016393442,9.999999747378752e-05
61,0.3860490100974031,0.10184891789126602,288.94156963541093,0.006836404509497986,0.9977244652493336,9.999999747378752e-05,0.39402265799827263,0.10366174671249312,300.1706675044826,0.011894804845062145,0.9973770491803279,9.999999747378752e-05
62,0.38369249471351063,0.1012285541783972,288.8701004059074,0.0050554390839135386,0.9982445874780573,9.999999747378752e-05,0.36716304508877584,0.09572272188717225,304.80170804383323,0.016533531399957117,0.9959016393442623,9.999999747378752e-05
63,0.38423649451410374,0.10133945118781455,289.1802535364915,0.006303892827124404,0.9980820492815812,9.999999747378752e-05,0.4036159835340547,0.10582290789387265,303.91685540871543,0.028441250969161523,0.9929508196721312,9.999999747378752e-05
64,0.38047912733722716,0.10032079135977891,288.8632186354931,0.004700353056314467,0.9985371562317145,9.999999747378752e-05,0.3562587594301974,0.0927381827389119,304.53199214747696,0.012219155362375904,0.9965573770491803,9.999999747378752e-05
65,0.380378691894817,0.10029110642387765,288.5705945628973,0.005027584394072031,0.9984721409957513,9.999999747378752e-05,0.38684735938173825,0.10144124999520232,303.1792181896773,0.014850688135465149,0.9972131147540984,9.999999747378752e-05
66,0.379931044573902,0.10010967877927864,289.2571730038627,0.006214519140279432,0.9980820492815812,9.999999747378752e-05,0.3925829133147099,0.10288331590043229,304.2119224873527,0.020701166919068068,0.9942622950819672,9.999999747378752e-05
67,0.37819103624287326,0.09966515552589916,288.51450111940244,0.005115424100134832,0.9982120798387621,9.999999747378752e-05,0.39104268567972494,0.10274892461959456,302.1631194768186,0.012051423162691387,0.9970491803278688,9.999999747378752e-05
68,0.37748128776974704,0.09947794939680563,288.5551541088291,0.00452949286793205,0.9985696638710096,9.999999747378752e-05,0.360760083491685,0.09431227208283104,298.67744738969645,0.007993839451481138,0.9978688524590164,9.999999747378752e-05
69,0.3744294467971226,0.0985982710367588,287.9902357043529,0.005364728027417815,0.998472140953124,9.999999747378752e-05,0.42196725140829555,0.11139692257418007,300.8958747038294,0.019884372558745318,0.9947540983606558,9.999999747378752e-05
70,0.3737455943507186,0.09838599547347557,288.43877885338696,0.005507334226839237,0.9982445874780573,9.999999747378752e-05,0.3788014549652084,0.09936867115194681,296.95548193759606,0.013155632136298008,0.9970491803278688,9.999999747378752e-05
71,0.372675415658647,0.09804631325121811,288.1065460040397,0.0070266284183667475,0.9976269423314479,9.999999747378752e-05,0.37143877614228454,0.09729182914876547,299.0548615402472,0.01011887251353759,0.9980327868852459,9.999999747378752e-05
