framework,model,experiment,native_modality,native_hz,channels,activity_label,precision,recall,f1,support,correct_true_activity_windows,total_true_activity_windows,true_activity_window_accuracy
cnnbilstm,NativeCNNBiLSTM,real_plus_synthetic_to_real,temp,4,TEMP,5,0.1588785046728972,0.03741746148202495,0.060570071258907364,1363,51,1363,0.03741746148202495
cnnbilstm,NativeCNNBiLSTM,real_plus_synthetic_to_real,temp,4,TEMP,6,0.2759259259259259,0.04734667937718462,0.08082451857879035,3147,149,3147,0.04734667937718462
cnnbilstm,NativeCNNBiLSTM,real_plus_synthetic_to_real,temp,4,TEMP,7,0.2065359477124183,0.42021276595744683,0.27695004382120947,1128,474,1128,0.42021276595744683
cnnbilstm,NativeCNNBiLSTM,real_plus_synthetic_to_real,temp,4,TEMP,8,0.0,0.0,0.0,1748,0,1748,0.0
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",1,0.7121332275971451,0.9966703662597114,0.8307123034227567,901,898,901,0.9966703662597114
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",2,0.8911764705882353,0.9543307086614172,0.9216730038022812,635,606,635,0.9543307086614172
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",3,0.2577565632458234,0.972972972972973,0.4075471698113208,444,432,444,0.972972972972973
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",4,0.9228687415426252,0.9784791965566716,0.9498607242339832,697,682,697,0.9784791965566716
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",5,0.72959604286892,0.6493030080704328,0.687111801242236,1363,885,1363,0.6493030080704328
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",6,0.6171662125340599,0.4318398474737845,0.5081323611890073,3147,1359,3147,0.4318398474737845
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",7,0.8711734693877551,0.6054964539007093,0.7144351464435147,1128,683,1128,0.6054964539007093
cnnbilstm,NativeCNNBiLSTM,real_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",8,0.5537135278514589,0.4776887871853547,0.5128992628992629,1748,835,1748,0.4776887871853547
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",1,0.98359343737495,0.8329379871230091,0.9020183486238532,2951,2458,2951,0.8329379871230091
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",2,0.941944194419442,0.9928842504743833,0.966743648960739,2108,2093,2108,0.9928842504743833
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",3,0.9532203389830508,0.9743589743589743,0.9636737491432488,1443,1406,1443,0.9743589743589743
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",4,0.9990766389658357,0.9818511796733213,0.9903890160183066,2204,2164,2204,0.9818511796733213
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",5,0.9713114754098361,0.7002272727272727,0.8137876386687797,4400,3081,4400,0.7002272727272727
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",6,0.7472063352397712,0.9674185463659147,0.8431713250260636,8778,8492,8778,0.9674185463659147
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",7,0.9880493446414803,0.9222741993522849,0.9540294062907129,2779,2563,2779,0.9222741993522849
cnnbilstm,NativeCNNBiLSTM,real_to_synthetic,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",8,0.9010428222764588,0.7609143713696833,0.8250711093051605,5337,4061,5337,0.7609143713696833
cnnbilstm,NativeCNNBiLSTM,synthetic_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",1,0.4983277591973244,0.9922308546059934,0.6634508348794063,901,894,901,0.9922308546059934
cnnbilstm,NativeCNNBiLSTM,synthetic_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",2,0.7234803337306317,0.9559055118110236,0.8236092265943012,635,607,635,0.9559055118110236
cnnbilstm,NativeCNNBiLSTM,synthetic_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",3,0.46319365798414497,0.9211711711711712,0.6164280331574982,444,409,444,0.9211711711711712
cnnbilstm,NativeCNNBiLSTM,synthetic_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",4,0.9675925925925926,0.8995695839311334,0.9323420074349442,697,627,697,0.8995695839311334
cnnbilstm,NativeCNNBiLSTM,synthetic_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",5,0.7213712618526623,0.7256052824651504,0.723482077542063,1363,989,1363,0.7256052824651504
cnnbilstm,NativeCNNBiLSTM,synthetic_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",6,0.7387444514901712,0.3701938353987925,0.4932260795935648,3147,1165,3147,0.3701938353987925
cnnbilstm,NativeCNNBiLSTM,synthetic_to_real,fused,32/64/4/4,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",7,0.8515439429928741,0.6356382978723404,0.7279187817258883,1128,717,1128,0.6356382978723404
