framework,model,model_family,experiment,synthetic_method,synthetic_method_display_name,modality,activity_label,precision,recall,f1,support,correct_true_activity_windows,total_true_activity_windows,true_activity_window_accuracy
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,acc,2,0.7744154057771664,0.8866141732283465,0.8267254038179148,635,563,635,0.8866141732283465
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,acc,3,0.9096385542168675,0.6801801801801802,0.7783505154639175,444,302,444,0.6801801801801802
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,acc,4,0.9970588235294118,0.9727403156384505,0.9847494553376906,697,678,697,0.9727403156384505
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,acc,5,0.9316096747289407,0.8195157740278797,0.8719750195160031,1363,1117,1363,0.8195157740278797
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,acc,6,0.6142939814814815,0.6763300414144632,0.6438210765731615,3139,2123,3139,0.6763300414144632
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,acc,7,0.7943805874840357,0.5514184397163121,0.6509680795395081,1128,622,1128,0.5514184397163121
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,acc,8,0.6462661426165076,0.6595988538681948,0.6528644356211004,1745,1151,1745,0.6595988538681948
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,1,0.6415857605177994,0.8801331853496115,0.7421619092185306,901,793,901,0.8801331853496115
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,2,0.5620328849028401,0.5921259842519685,0.5766871165644172,635,376,635,0.5921259842519685
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,3,0.2257142857142857,0.17792792792792791,0.19899244332493704,444,79,444,0.17792792792792791
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,4,0.8273381294964028,0.4949784791965567,0.6193895870736086,697,345,697,0.4949784791965567
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,5,0.3485456369107322,0.5099046221570066,0.4140601727733095,1363,695,1363,0.5099046221570066
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,6,0.40921658986175113,0.4232602478551001,0.41611996251171507,3147,1332,3147,0.4232602478551001
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,7,0.592823712948518,0.33687943262411346,0.4296212549462973,1128,380,1128,0.33687943262411346
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,bvp,8,0.3564290473017988,0.3060640732265446,0.3293321021852878,1748,535,1748,0.3060640732265446
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,1,0.3,0.0033407572383073497,0.006607929515418502,898,3,898,0.0033407572383073497
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,2,0.07144679765246237,0.47538200339558573,0.12422360248447205,589,280,589,0.47538200339558573
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,3,0.23809523809523808,0.023980815347721823,0.04357298474945534,417,10,417,0.023980815347721823
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,4,0.0,0.0,0.0,677,0,677,0.0
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,5,0.12430167597765363,0.061934585942936674,0.08267533673943335,1437,89,1437,0.061934585942936674
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,6,0.3155425219941349,0.432475884244373,0.3648694472702611,2488,1076,2488,0.432475884244373
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,7,0.13761467889908258,0.06960556844547564,0.09244992295839753,862,60,862,0.06960556844547564
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,bvp,8,0.19181034482758622,0.0545343137254902,0.08492366412213741,1632,89,1632,0.0545343137254902
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,1,0.2749003984063745,0.30632630410654826,0.28976377952755905,901,276,901,0.30632630410654826
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,2,0.8235294117647058,0.02204724409448819,0.04294478527607362,635,14,635,0.02204724409448819
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,3,0.0,0.0,0.0,444,0,444,0.0
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,4,0.38661710037174724,0.1492109038737446,0.2153209109730849,697,104,697,0.1492109038737446
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,5,0.13873916100304665,0.8686720469552458,0.23926442356269575,1363,1184,1363,0.8686720469552458
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,6,0.1346153846153846,0.0022243406418811567,0.00437636761487965,3147,7,3147,0.0022243406418811567
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,7,0.096045197740113,0.015070921985815602,0.026053639846743294,1128,17,1128,0.015070921985815602
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,8,0.0,0.0,0.0,1748,0,1748,0.0
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,1,0.6042154566744731,0.8590455049944506,0.7094408799266728,901,774,901,0.8590455049944506
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,2,0.5175438596491229,0.3716535433070866,0.43263061411549036,635,236,635,0.3716535433070866
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,3,0.19528619528619529,0.13063063063063063,0.15654520917678813,444,58,444,0.13063063063063063
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,4,0.6971544715447154,0.4921090387374462,0.5769554247266611,697,343,697,0.4921090387374462
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,5,0.3060388945752303,0.4387380777696258,0.36056677720832075,1363,598,1363,0.4387380777696258
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,6,0.42377701934015927,0.4734667937718462,0.44724598529191056,3147,1490,3147,0.4734667937718462
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,7,0.5122615803814714,0.3333333333333333,0.4038668098818475,1128,376,1128,0.3333333333333333
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,8,0.37884471117779445,0.2889016018306636,0.32781564427134047,1748,505,1748,0.2889016018306636
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,1,0.9033898305084745,0.6263219741480611,0.739764052741152,851,533,851,0.6263219741480611
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,2,0.49443207126948774,0.7115384615384616,0.5834428383705651,624,444,624,0.7115384615384616
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,3,0.6988636363636364,0.29285714285714287,0.412751677852349,420,123,420,0.29285714285714287
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,4,0.9003021148036254,0.4408284023668639,0.5918570009930486,676,298,676,0.4408284023668639
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,5,0.5195344970906068,0.4767353165522502,0.4972155926809865,1311,625,1311,0.4767353165522502
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,6,0.5544069640914037,0.7564959168522642,0.6398744113029827,2694,2038,2694,0.7564959168522642
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,7,0.5481209899175069,0.6929316338354577,0.6120777891504606,863,598,863,0.6929316338354577
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,8,0.6579710144927536,0.43625880845611786,0.524653312788906,1561,681,1561,0.43625880845611786
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,1,0.42686721991701243,0.9134295227524972,0.5818310357016614,901,823,901,0.9134295227524972
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,2,0.6503067484662577,0.5007874015748032,0.5658362989323843,635,318,635,0.5007874015748032
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,3,0.34050179211469533,0.21396396396396397,0.2627939142461964,444,95,444,0.21396396396396397
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,4,0.704119850187266,0.539454806312769,0.6108854589764419,697,376,697,0.539454806312769
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,5,0.42026378896882494,0.5143066764490095,0.4625536126690861,1363,701,1363,0.5143066764490095
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,6,0.44618599791013586,0.4070543374642517,0.42572283150548357,3147,1281,3147,0.4070543374642517
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,7,0.6227045075125208,0.33067375886524825,0.43196294151708164,1128,373,1128,0.33067375886524825
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,8,0.40117994100294985,0.3890160183066362,0.3950043566656985,1748,680,1748,0.3890160183066362
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,1,0.5989465763732129,0.8834628190899001,0.7139013452914799,901,796,901,0.8834628190899001
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,2,0.6455284552845528,0.6251968503937008,0.6352,635,397,635,0.6251968503937008
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,3,0.2036082474226804,0.17792792792792791,0.18990384615384615,444,79,444,0.17792792792792791
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,4,0.8012958963282938,0.5322812051649928,0.6396551724137931,697,371,697,0.5322812051649928
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,5,0.3884107860011474,0.4966984592809978,0.4359304571796523,1363,677,1363,0.4966984592809978
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,6,0.4293620739877658,0.46838258659040355,0.4480243161094225,3147,1474,3147,0.46838258659040355
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,7,0.6374570446735395,0.32890070921985815,0.43391812865497076,1128,371,1128,0.32890070921985815
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,8,0.4019867549668874,0.34725400457665906,0.37262124002455493,1748,607,1748,0.34725400457665906
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,1,0.2559055118110236,0.7214206437291898,0.37779715199070035,901,650,901,0.7214206437291898
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,2,0.07563025210084033,0.05669291338582677,0.06480648064806481,635,36,635,0.05669291338582677
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,3,0.22340425531914893,0.0945945945945946,0.13291139240506328,444,42,444,0.0945945945945946
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,4,0.43686006825938567,0.1836441893830703,0.2585858585858586,697,128,697,0.1836441893830703
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,5,0.22361546499477533,0.15700660308143802,0.18448275862068966,1363,214,1363,0.15700660308143802
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,6,0.33779373368146215,0.328884652049571,0.3332796651102882,3147,1035,3147,0.328884652049571
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,7,0.2859778597785978,0.1374113475177305,0.18562874251497005,1128,155,1128,0.1374113475177305
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,8,0.3939091362955567,0.4513729977116705,0.42068781658224474,1748,789,1748,0.4513729977116705
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,1,0.14285714285714285,0.0011135857461024498,0.0022099447513812156,898,1,898,0.0011135857461024498
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,2,0.10362694300518134,0.03395585738539898,0.05115089514066496,589,20,589,0.03395585738539898
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,3,0.09212121212121212,0.18225419664268586,0.12238325281803543,417,76,417,0.18225419664268586
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,4,0.06053550640279395,0.23042836041358936,0.0958819913952059,677,156,677,0.23042836041358936
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,5,0.1963771099217785,0.33194154488517746,0.24676668391101914,1437,477,1437,0.33194154488517746
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,6,0.3425054308472122,0.19011254019292603,0.24450762470922718,2488,473,2488,0.19011254019292603
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,7,0.13259195893926431,0.17981438515081208,0.15263417035942886,862,155,862,0.17981438515081208
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,8,0.03818615751789976,0.00980392156862745,0.015602145294978059,1632,16,1632,0.00980392156862745
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,1,0.0,0.0,0.0,901,0,901,0.0
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,2,0.0,0.0,0.0,635,0,635,0.0
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,3,0.10033632286995516,0.40315315315315314,0.1606822262118492,444,179,444,0.40315315315315314
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,4,0.2660217654171705,0.31563845050215206,0.2887139107611549,697,220,697,0.31563845050215206
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,5,0.06005586592178771,0.03154805575935436,0.04136604136604136,1363,43,1363,0.03154805575935436
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,6,0.31616395978344936,0.6495074674292978,0.4253017062005826,3147,2044,3147,0.6495074674292978
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,7,0.2079207920792079,0.03723404255319149,0.06315789473684211,1128,42,1128,0.03723404255319149
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,8,0.01639344262295082,0.0005720823798627002,0.001105583195135434,1748,1,1748,0.0005720823798627002
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,1,0.23249027237354086,0.7957824639289678,0.35984943538268505,901,717,901,0.7957824639289678
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,2,0.17883211678832117,0.07716535433070866,0.1078107810781078,635,49,635,0.07716535433070866
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,3,0.32679738562091504,0.11261261261261261,0.16750418760469013,444,50,444,0.11261261261261261
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,4,0.44019138755980863,0.13199426111908177,0.20309050772626933,697,92,697,0.13199426111908177
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,5,0.16171328671328672,0.13573000733675716,0.14758675708017552,1363,185,1363,0.13573000733675716
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,6,0.333220223956566,0.31204321576104227,0.3222842139809649,3147,982,3147,0.31204321576104227
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,7,0.2737556561085973,0.10726950354609929,0.15414012738853503,1128,121,1128,0.10726950354609929
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,8,0.4066298342541437,0.42105263157894735,0.41371557054525016,1748,736,1748,0.42105263157894735
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,eda,1,0.8909090909090909,0.057579318448883664,0.10816777041942605,851,49,851,0.057579318448883664
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,eda,2,0.2083897158322057,0.2467948717948718,0.22597212032281733,624,154,624,0.2467948717948718
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,eda,3,0.2875816993464052,0.10476190476190476,0.15357766143106458,420,44,420,0.10476190476190476
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,eda,4,0.12368421052631579,0.34763313609467456,0.18245341614906832,676,235,676,0.34763313609467456
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,eda,5,0.252,0.528604118993135,0.34129524747599116,1311,693,1311,0.528604118993135
