framework,model,model_family,experiment,synthetic_method,synthetic_method_display_name,modality,native_hz,channels,description,train_windows_original_before_aeon_filter,train_windows_dropped_by_aeon_filter,train_windows,test_windows_original_before_aeon_filter,test_windows_dropped_by_aeon_filter,test_windows,used_pretrained_real_model,saved_model_file,pretrained_results_dir,aeon_n_kernels,aeon_n_jobs,aeon_low_variation_strategy,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,balanced_accuracy
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,bvp,64,BVP,BVP native 64 Hz,60762,0.0,60762.0,10063,0,10063,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__rollout_v1__bvp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.43525787538507404,0.45439027357864525,0.4234848155468854,0.42688341807487895,0.44086963387590533,0.43525787538507404,0.4286087466429351,0.4234848155468854
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,bvp,64,BVP,BVP native 64 Hz,30762,,,9000,0,9000,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_bvp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.5933333333333334,0.6596276398171869,0.5542459570758274,0.5752045844850563,0.6282489522205416,0.5933333333333334,0.5877707596389533,0.5542459570758274
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,64,BVP,BVP native 64 Hz,30000,0.0,30000.0,10063,0,10063,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__synthetic_to_real__posterior_bank_v2__bvp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.4617907184736162,0.5015162307599579,0.4760858107111474,0.4670738062767542,0.4789969773264173,0.4617907184736162,0.4545300222716667,0.4760858107111474
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,bvp,64,BVP,BVP native 64 Hz,60762,0.0,60762.0,10063,0,10063,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__posterior_bank_v2__bvp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.47421246149259666,0.51332447937976,0.482513070280555,0.48364431322846496,0.4870115749028502,0.47421246149259666,0.46920812755543007,0.482513070280555
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,eda,4,EDA,EDA native 4 Hz,30762,,,10063,0,10063,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_eda.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.3029911557189705,0.2791370352800988,0.2663784926816365,0.24477248330723497,0.3042074915952093,0.3029911557189705,0.28478853044440633,0.2663784926816365
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,eda,4,EDA,EDA native 4 Hz,30762,,,9000,0,9000,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_eda.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.15266666666666667,0.13860018270156063,0.14492804899816494,0.11639208854749258,0.1755200626205912,0.15266666666666667,0.14089226480579897,0.14492804899816494
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,4,EDA,EDA native 4 Hz,30000,0.0,30000.0,10063,0,10063,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__synthetic_to_real__rollout_v1__eda.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.25131670476001194,0.12086151858681518,0.17970665647212644,0.1225409203089507,0.1560152057746402,0.25131670476001194,0.17296606903726408,0.17970665647212644
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,eda,4,EDA,EDA native 4 Hz,60762,0.0,60762.0,10063,0,10063,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__rollout_v1__eda.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.2913644042532048,0.2942037704218974,0.2617062562767771,0.23449769759833475,0.30444083780803743,0.2913644042532048,0.2704008926514787,0.2617062562767771
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,eda,4,EDA,EDA native 4 Hz,30762,,,9000,0,9000,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_eda.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.24655555555555556,0.3192032274009033,0.23066930179862677,0.19901424157681247,0.3299205870614362,0.24655555555555556,0.22359569071974975,0.23066930179862677
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,eda,4,EDA,EDA native 4 Hz,30000,0.0,30000.0,10063,0,10063,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__synthetic_to_real__posterior_bank_v2__eda.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.26970088442810297,0.23499953004049084,0.2537989308104224,0.1853728180907002,0.2560209795963565,0.26970088442810297,0.21777332911260314,0.2537989308104224
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,eda,4,EDA,EDA native 4 Hz,60762,0.0,60762.0,10063,0,10063,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__posterior_bank_v2__eda.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.30000993739441517,0.299791832236329,0.26504867535729676,0.23869544638305412,0.32443107149206546,0.30000993739441517,0.2828117001148483,0.26504867535729676
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,temp,4,TEMP,TEMP native 4 Hz,30762,,,10063,66,9997,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_temp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.18265479643893168,0.18598459326100003,0.1734924190407077,0.14568509375950187,0.24112219944638383,0.18265479643893168,0.18861094746413484,0.1734924190407077
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,temp,4,TEMP,TEMP native 4 Hz,30762,,,9000,0,9000,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_temp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.21133333333333335,0.16962689695863517,0.15924653770471975,0.13619910296177584,0.23341747113917746,0.21133333333333335,0.19063980154791485,0.15924653770471975
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,temp,4,TEMP,TEMP native 4 Hz,30000,0.0,30000.0,10063,66,9997,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__synthetic_to_real__rollout_v1__temp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.21776532959887968,0.13475886688527097,0.1923463279173562,0.09750363742775159,0.2330220204329658,0.21776532959887968,0.17399428457477042,0.1923463279173562
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,temp,4,TEMP,TEMP native 4 Hz,60762,254.0,60508.0,10063,66,9997,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__rollout_v1__temp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.2095628688606582,0.23176352355593438,0.2163418206115802,0.17758228569582765,0.2728410735906805,0.2095628688606582,0.20896891080786043,0.2163418206115802
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,temp,4,TEMP,TEMP native 4 Hz,30762,,,9000,0,9000,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_temp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.2926666666666667,0.2846128815037254,0.19931240702366165,0.20145169854728284,0.2736106857696623,0.2926666666666667,0.25064385766509567,0.19931240702366165
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,temp,4,TEMP,TEMP native 4 Hz,30000,0.0,30000.0,10063,66,9997,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__synthetic_to_real__posterior_bank_v2__temp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.21516454936480944,0.2250880324472864,0.22773391730377063,0.16192535183282242,0.2846638401885872,0.21516454936480944,0.20192147556180431,0.22773391730377063
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,temp,4,TEMP,TEMP native 4 Hz,60762,254.0,60508.0,10063,66,9997,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__posterior_bank_v2__temp.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.21566469940982294,0.22866296291944754,0.22390343673722274,0.17754439372982872,0.27193148023363684,0.21566469940982294,0.21169466105203905,0.22390343673722274
aeon,MiniRocketClassifier,kovae,real_to_real,none,none,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",Fused resampled to length 512,30762,,,10063,125,9938,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_fused.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.6858522841618032,0.7283249635340421,0.7691036543841254,0.7281241609034466,0.7204747440467786,0.6858522841618032,0.6874591209142438,0.7691036543841254
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,rollout_v1,KoVAE-Rollout,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",Fused resampled to length 512,30762,,,9000,0,9000,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_fused.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.19366666666666665,0.24426227574370768,0.13095116820317898,0.0939730432917248,0.20646443338495998,0.19366666666666665,0.15121756101834669,0.13095116820317898
aeon,MiniRocketClassifier,kovae,synthetic_to_real,rollout_v1,KoVAE-Rollout,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",Fused resampled to length 512,30000,0.0,30000.0,10063,125,9938,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__synthetic_to_real__rollout_v1__fused.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.302575971020326,0.4170907713741279,0.44703895670300087,0.2950325651681729,0.49148016473770284,0.302575971020326,0.21310640111711496,0.44703895670300087
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,rollout_v1,KoVAE-Rollout,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",Fused resampled to length 512,60762,661.0,60101.0,10063,125,9938,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__rollout_v1__fused.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.7004427450191185,0.7270932342780463,0.7678031310045037,0.7282978033774763,0.7258952072409873,0.7004427450191185,0.7024371401069365,0.7678031310045037
aeon,MiniRocketClassifier,kovae,real_to_3synthetic,posterior_bank_v2,KoVAE-Posterior,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",Fused resampled to length 512,30762,,,9000,0,9000,True,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results/aeon_saved_models/MiniRocketClassifier_real_to_real_fused.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.5178888888888888,0.8634051227793915,0.46896667754129556,0.5150700746888706,0.751405773853641,0.5178888888888888,0.46217905048192004,0.46896667754129556
aeon,MiniRocketClassifier,kovae,synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",Fused resampled to length 512,30000,0.0,30000.0,10063,125,9938,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__synthetic_to_real__posterior_bank_v2__fused.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.6506339303682833,0.6861405452884147,0.7265728080990195,0.6688089358009435,0.6832859176571687,0.6506339303682833,0.6298585264702378,0.7265728080990195
aeon,MiniRocketClassifier,kovae,real_plus_synthetic_to_real,posterior_bank_v2,KoVAE-Posterior,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",Fused resampled to length 512,60762,661.0,60101.0,10063,125,9938,False,/home/iailab42/khans1/projects/ir/models/downstream_extended/kovae/aeon_saved_models/MiniRocketClassifier__real_plus_synthetic_to_real__posterior_bank_v2__fused.joblib,/home/iailab42/khans1/projects/ir/models/downstream/pretrained/tsai_aeon_results,5000,8,drop_cases,0.7075870396458039,0.7363637688013746,0.7826906056095587,0.7366414097931493,0.7427414566509007,0.7075870396458039,0.7123137250507069,0.7826906056095587
