framework,model,experiment,native_modality,native_hz,channels,activity_label,precision,recall,f1,support,correct_true_activity_windows,total_true_activity_windows,true_activity_window_accuracy
aeon,MiniRocketClassifier,real_to_real,acc,32,"ACC_x,ACC_y,ACC_z",4,1.0,0.9741750358680057,0.9869186046511628,697,679,697,0.9741750358680057
aeon,MiniRocketClassifier,real_to_real,acc,32,"ACC_x,ACC_y,ACC_z",5,0.9379084967320261,0.8422597212032281,0.8875144955546965,1363,1148,1363,0.8422597212032281
aeon,MiniRocketClassifier,real_to_real,acc,32,"ACC_x,ACC_y,ACC_z",6,0.6093795514127586,0.6647600889736257,0.6358662613981763,3147,2092,3147,0.6647600889736257
aeon,MiniRocketClassifier,real_to_real,acc,32,"ACC_x,ACC_y,ACC_z",7,0.8138364779874214,0.5735815602836879,0.6729069162766511,1128,647,1128,0.5735815602836879
aeon,MiniRocketClassifier,real_to_real,acc,32,"ACC_x,ACC_y,ACC_z",8,0.5678941311852704,0.5646453089244852,0.5662650602409639,1748,987,1748,0.5646453089244852
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,1,0.6415857605177994,0.8801331853496115,0.7421619092185306,901,793,901,0.8801331853496115
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,2,0.5630630630630631,0.5905511811023622,0.5764796310530361,635,375,635,0.5905511811023622
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,3,0.22507122507122507,0.17792792792792791,0.19874213836477989,444,79,444,0.17792792792792791
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,4,0.8277511961722488,0.4964131994261119,0.6206278026905829,697,346,697,0.4964131994261119
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,5,0.34819639278557113,0.5099046221570066,0.4138136350104198,1363,695,1363,0.5099046221570066
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,6,0.4084896954783144,0.42198919605973945,0.4151297280400125,3147,1328,3147,0.42198919605973945
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,7,0.5919003115264797,0.33687943262411346,0.4293785310734463,1128,380,1128,0.33687943262411346
aeon,MiniRocketClassifier,real_to_real,bvp,64,BVP,8,0.35395874916833003,0.30434782608695654,0.3272839126422639,1748,532,1748,0.30434782608695654
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,1,0.2559055118110236,0.7214206437291898,0.37779715199070035,901,650,901,0.7214206437291898
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,2,0.07563025210084033,0.05669291338582677,0.06480648064806481,635,36,635,0.05669291338582677
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,3,0.22340425531914893,0.0945945945945946,0.13291139240506328,444,42,444,0.0945945945945946
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,4,0.43686006825938567,0.1836441893830703,0.2585858585858586,697,128,697,0.1836441893830703
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,5,0.22361546499477533,0.15700660308143802,0.18448275862068966,1363,214,1363,0.15700660308143802
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,6,0.33779373368146215,0.328884652049571,0.3332796651102882,3147,1035,3147,0.328884652049571
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,7,0.2859778597785978,0.1374113475177305,0.18562874251497005,1128,155,1128,0.1374113475177305
aeon,MiniRocketClassifier,real_to_real,eda,4,EDA,8,0.3939091362955567,0.4513729977116705,0.42068781658224474,1748,789,1748,0.4513729977116705
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,1,0.045548654244306416,0.048834628190899,0.04713444027852169,901,44,901,0.048834628190899
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,2,0.07640449438202247,0.10708661417322834,0.08918032786885247,635,68,635,0.10708661417322834
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,3,0.11116650049850449,0.5022522522522522,0.1820408163265306,444,223,444,0.5022522522522522
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,4,0.06715506715506715,0.07890961262553801,0.07255936675461741,697,55,697,0.07890961262553801
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,5,0.13586291309669524,0.08143800440205429,0.1018348623853211,1363,111,1363,0.08143800440205429
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,6,0.3845836768342951,0.29647283126787416,0.33482863807644,3147,933,3147,0.29647283126787416
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,7,0.5183673469387755,0.1125886524822695,0.18499635833940276,1128,127,1128,0.1125886524822695
aeon,MiniRocketClassifier,real_to_real,temp,4,TEMP,8,0.14625131995776136,0.15846681922196795,0.15211422295442065,1748,277,1748,0.15846681922196795
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",1,0.6323099415204678,0.9600443951165372,0.7624504186866461,901,865,901,0.9600443951165372
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",2,0.893760539629005,0.8346456692913385,0.8631921824104235,635,530,635,0.8346456692913385
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",3,0.4004237288135593,0.8513513513513513,0.5446685878962536,444,378,444,0.8513513513513513
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",4,1.0,0.9684361549497847,0.9839650145772595,697,675,697,0.9684361549497847
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",5,0.9078947368421053,0.7593543653705063,0.8270075908909309,1363,1035,1363,0.7593543653705063
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",6,0.6949602122015915,0.49952335557673977,0.5812534664448142,3147,1572,3147,0.49952335557673977
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",7,0.7800925925925926,0.5975177304964538,0.6767068273092369,1128,674,1128,0.5975177304964538
aeon,MiniRocketClassifier,real_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",8,0.5426251691474966,0.6882151029748284,0.6068095838587642,1748,1203,1748,0.6882151029748284
