method,method_display_name,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,reference_split,real_sampled_windows,synthetic_sampled_windows,real_mean,synthetic_mean,abs_mean_diff_lower_is_better,real_std,synthetic_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
prior_v1,TimeVAE-Prior,2,EDA,SLOW,0,4,32,real_train,1000,1000,-0.16789378723132928,-0.10947797299400008,0.058415814237329194,0.9280130832520009,0.4743977851972436,0.4536152980547573,0.43496875,0.33095800817118176
prior_v1,TimeVAE-Prior,2,TEMP,SLOW,1,4,32,real_train,1000,1000,-0.7368968215142159,-0.4354101072732838,0.3014867142409321,0.6010940700314104,0.5016466664471132,0.09944740358429716,0.5811875,0.36692280136826555
prior_v1,TimeVAE-Prior,3,ACC_x,ACC,0,32,256,real_train,1000,1000,-0.245087117766343,-0.07363834199902493,0.1714487757673181,0.9437044045958994,0.7901117162455408,0.15359268835035866,0.8779374999999999,1.1544791970818995
prior_v1,TimeVAE-Prior,3,ACC_y,ACC,1,32,256,real_train,1000,1000,0.8462796166381303,0.4669018181310485,0.37937779850708186,0.7798484135093257,0.7811041913968028,0.0012557778874771053,0.72127734375,0.7017303859224607
prior_v1,TimeVAE-Prior,3,ACC_z,ACC,2,32,256,real_train,1000,1000,-0.6510598345418476,-0.5079906597098732,0.14306917483197434,0.9992874824083324,0.8473652169031428,0.1519222655051896,0.887671875,1.074582183537494
prior_v1,TimeVAE-Prior,3,BVP,BVP,0,64,512,real_train,1000,1000,0.0009443562059340352,0.06315306704438467,0.062208710838450636,1.346010291309056,1.6306487984477633,0.2846385071387074,0.746103515625,0.272147304645474
prior_v1,TimeVAE-Prior,3,EDA,SLOW,0,4,32,real_train,1000,1000,1.0283883690949496,0.5902029577541461,0.43818541134080347,1.1393802848028258,0.5643769744897346,0.5750033103130913,0.49121875,0.2697427420937829
prior_v1,TimeVAE-Prior,3,TEMP,SLOW,1,4,32,real_train,1000,1000,-1.0027048983570421,-0.5872448805058625,0.4154600178511796,0.9465884677503682,0.5433030027029037,0.40328546504746454,0.504625,0.4100600923571707
prior_v1,TimeVAE-Prior,4,ACC_x,ACC,0,32,256,real_train,1000,1000,0.6403958853652657,0.6338297307092153,0.006566154656050371,1.266551844817447,0.9380532692061054,0.32849857561134166,0.8694999999999999,1.661324177758089
prior_v1,TimeVAE-Prior,4,ACC_y,ACC,1,32,256,real_train,1000,1000,0.7754716316823106,0.2733613503469556,0.5021102813353551,0.872628370838459,0.8652973724089362,0.007330998429522784,0.764921875,1.315633317215007
prior_v1,TimeVAE-Prior,4,ACC_z,ACC,2,32,256,real_train,1000,1000,0.773812113938744,0.22211706667345446,0.5516950472652896,0.8584508322566295,0.7306988526351995,0.12775197962143003,0.70923046875,1.5127975815513581
prior_v1,TimeVAE-Prior,4,BVP,BVP,0,64,512,real_train,1000,1000,0.0007012702867980351,0.009990077468957206,0.009288807182159171,1.2191737171634314,1.6463229581614656,0.4271492409980342,0.7589296875,0.2819851949211262
prior_v1,TimeVAE-Prior,4,EDA,SLOW,0,4,32,real_train,1000,1000,-0.015141685504309606,0.11907356398305728,0.13421524948736688,0.5107635034589814,0.46920922915622315,0.04155427430275821,0.70884375,0.23725488335018063
prior_v1,TimeVAE-Prior,4,TEMP,SLOW,1,4,32,real_train,1000,1000,-0.5634627448523243,-0.3194578803443337,0.24400486450799058,0.687592589999537,0.5056757395287086,0.1819168504708284,0.58921875,0.3672458182382726
prior_v1,TimeVAE-Prior,5,ACC_x,ACC,0,32,256,real_train,1000,1000,0.16526325565606384,0.198085331753722,0.032822076097658165,1.1500958454385046,0.9177612065071488,0.23233463893135586,0.87227734375,0.8282959051995453
prior_v1,TimeVAE-Prior,5,ACC_y,ACC,1,32,256,real_train,1000,1000,-0.4935734154020756,-0.3414210725350902,0.15215234286698542,0.5107981700096144,0.67065543153152,0.1598572615219056,0.79595703125,0.4163061110506341
prior_v1,TimeVAE-Prior,5,ACC_z,ACC,2,32,256,real_train,1000,1000,0.5747726661116612,0.3577266745874239,0.21704599152423731,0.7886831059577948,0.7335837383179351,0.055099367639859675,0.84056640625,0.7005926652336562
prior_v1,TimeVAE-Prior,5,BVP,BVP,0,64,512,real_train,1000,1000,-0.0015235983647313774,0.012807378201391271,0.01433097656612265,1.09300933443873,1.6403018846078767,0.5472925501691468,0.724322265625,0.29667107296825135
prior_v1,TimeVAE-Prior,5,EDA,SLOW,0,4,32,real_train,1000,1000,0.6809849796233884,0.4695489376592659,0.21143604196412252,1.014879927759346,0.5426090222635597,0.47227090549578643,0.71625,0.22866912126289607
prior_v1,TimeVAE-Prior,5,TEMP,SLOW,1,4,32,real_train,1000,1000,0.3181384509468044,0.24095246633377973,0.07718598461302464,0.9079294822251933,0.5231820880021227,0.3847473942230706,0.6340625,0.33390591847772544
prior_v1,TimeVAE-Prior,6,ACC_x,ACC,0,32,256,real_train,1000,1000,-0.2194921494050577,-0.16505276881040837,0.05443938059464934,0.8625422959783454,0.7673852616864868,0.09515703429185862,0.88833984375,0.47510791147352255
prior_v1,TimeVAE-Prior,6,ACC_y,ACC,1,32,256,real_train,1000,1000,-0.28522772074391106,-0.19054630001296413,0.09468142073094693,0.7522626491905299,0.7444318807742627,0.007830768416267175,0.8260703125,0.1565739367973942
prior_v1,TimeVAE-Prior,6,ACC_z,ACC,2,32,256,real_train,1000,1000,-0.09919638477862464,-0.08354060379547709,0.015655780983147544,1.0557845242768984,0.8918477481728275,0.16393677610407087,0.8665703124999999,0.3604104800419146
prior_v1,TimeVAE-Prior,6,BVP,BVP,0,64,512,real_train,1000,1000,-0.0018727795632005701,0.02513186870861829,0.02700464827181886,1.015164635245401,1.6376058077419475,0.6224411724965466,0.657734375,0.3443237790431831
prior_v1,TimeVAE-Prior,6,EDA,SLOW,0,4,32,real_train,1000,1000,-0.09622304783331267,-0.09532322949261425,0.0008998183406984245,0.6650986336788438,0.4565966276842384,0.2085020059946054,0.69278125,0.28189822879628534
prior_v1,TimeVAE-Prior,6,TEMP,SLOW,1,4,32,real_train,1000,1000,0.5024156774969815,0.3227733197018724,0.17964235779510906,0.5542514179839734,0.40806715408508876,0.14618426389888461,0.71953125,0.2887938142848561
prior_v1,TimeVAE-Prior,7,ACC_x,ACC,0,32,256,real_train,1000,1000,0.4237359677579661,0.25357229733222664,0.1701636704257395,0.9102287402648367,0.8660613146725,0.04416742559233666,0.76218359375,0.8462964854157923
prior_v1,TimeVAE-Prior,7,ACC_y,ACC,1,32,256,real_train,1000,1000,1.1118473200994559,0.4895640917907465,0.6222832283087094,1.1475062144028416,0.9597051470472467,0.18780106735559488,0.6303671875000001,0.5203598540668503
prior_v1,TimeVAE-Prior,7,ACC_z,ACC,2,32,256,real_train,1000,1000,-0.5268404840407602,-0.2974072146910642,0.22943326934969605,0.7848860199714865,0.850168450723172,0.0652824307516855,0.75788671875,0.6802840455923675
prior_v1,TimeVAE-Prior,7,BVP,BVP,0,64,512,real_train,1000,1000,5.374374766495649e-05,0.006531019406377945,0.006477275658712989,1.3003810446343838,1.5842355034298814,0.28385445879549764,0.7635039062500001,0.2896320665023368
prior_v1,TimeVAE-Prior,7,EDA,SLOW,0,4,32,real_train,1000,1000,-0.18755556870582427,-0.13488522120542074,0.05267034750040353,0.4250438862658663,0.4207492215896938,0.0042946646761725105,0.80990625,0.23557804463882845
prior_v1,TimeVAE-Prior,7,TEMP,SLOW,1,4,32,real_train,1000,1000,0.24869400803575265,0.0549479852911827,0.19374602274456995,0.46642613335057675,0.42803049322429837,0.038395640126278385,0.7199687499999998,0.29627265877851605
prior_v1,TimeVAE-Prior,8,ACC_x,ACC,0,32,256,real_train,1000,1000,0.4439951364207809,0.3077855696566153,0.13620956676416562,0.8322470896390439,0.8707916070220233,0.03854451738297937,0.8279531250000001,0.3086438447314867
prior_v1,TimeVAE-Prior,8,ACC_y,ACC,1,32,256,real_train,1000,1000,-0.5324131168325839,-0.20458001584617744,0.3278331009864064,0.7520159251196115,0.7806811637262613,0.028665238606649823,0.57740625,0.3515632329204537
prior_v1,TimeVAE-Prior,8,ACC_z,ACC,2,32,256,real_train,1000,1000,0.5447352361575613,0.3430567240124907,0.20167851214507054,0.8384443828678851,0.8097257012081837,0.028718681659701484,0.7991523437500001,0.2658661577348639
prior_v1,TimeVAE-Prior,8,BVP,BVP,0,64,512,real_train,1000,1000,-0.0015499358454972344,-0.005488575751118529,0.003938639905621295,1.0035880424007,1.672035795921128,0.6684477535204281,0.676484375,0.37187157790549336
prior_v1,TimeVAE-Prior,8,EDA,SLOW,0,4,32,real_train,1000,1000,-0.1693078191408988,-0.14821353852259198,0.021094280618306815,0.7358846071929137,0.4492600281035082,0.28662457908940553,0.58903125,0.31992220399867005
prior_v1,TimeVAE-Prior,8,TEMP,SLOW,1,4,32,real_train,1000,1000,0.33612613809163305,0.2604037451130343,0.07572239297859873,0.7228785726436917,0.4591748173659684,0.26370375527772333,0.61890625,0.3164521060065135
