method,reference_real_split,activity,signal,source_array,channel_idx_in_source_array,hz,window_len,real_num_windows,syn_num_windows,real_mean,syn_mean,abs_mean_diff_lower_is_better,real_std,syn_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
posterior_bank_v2,real_train,4,BVP,BVP,0,64,512,2296,2286,4.323876783018932e-05,0.03189403936266899,0.0318508005948388,1.2229307889938354,0.898733377456665,0.3241974115371704,0.9081486601641449,0.1346813440322876
posterior_bank_v2,real_train,5,BVP,BVP,0,64,512,4580,4404,-1.988068652281072e-05,0.03528076037764549,0.0353006410641683,1.1462409496307373,0.8236952424049377,0.32254570722579956,0.8958643698079654,0.15130439400672913
posterior_bank_v2,real_train,6,BVP,BVP,0,64,512,8792,8592,6.72425403536181e-06,0.032500628381967545,0.03249390412793218,1.0264042615890503,0.7541160583496094,0.2722882032394409,0.9220440144820159,0.11224167793989182
posterior_bank_v2,real_train,7,BVP,BVP,0,64,512,2903,2844,-0.00015971981338225305,0.039117418229579926,0.03927713804296218,1.2980211973190308,0.9286609292030334,0.3693602681159973,0.9150658565052011,0.14117921888828278
posterior_bank_v2,real_train,8,BVP,BVP,0,64,512,5520,5423,-4.752119639306329e-05,0.028072666376829147,0.02812018757322221,1.003320336341858,0.7176529765129089,0.285667359828949,0.89214566672734,0.12559247016906738
posterior_bank_v2,real_train,1,EDA,SLOW,0,4,32,3032,2886,-0.6264025568962097,-0.6195935606956482,0.0068089962005615234,0.42745333909988403,0.2909504771232605,0.13650286197662354,0.30978457352344224,0.025196220725774765
posterior_bank_v2,real_train,2,EDA,SLOW,0,4,32,2139,2104,-0.17254607379436493,-0.1982593983411789,0.025713324546813965,0.9103105068206787,0.6515563130378723,0.2587541937828064,0.488480333992822,0.025533132255077362
posterior_bank_v2,real_train,3,EDA,SLOW,0,4,32,1500,1461,1.0208401679992676,0.9374950528144836,0.08334511518478394,1.1246874332427979,0.8346399664878845,0.29004746675491333,0.6318032597535934,0.03383854031562805
posterior_bank_v2,real_train,4,EDA,SLOW,0,4,32,2296,2286,-0.02288411557674408,-0.008599192835390568,0.014284922741353512,0.48991748690605164,0.33814918994903564,0.151768296957016,0.7535697590964239,0.038635920733213425
posterior_bank_v2,real_train,5,EDA,SLOW,0,4,32,4580,4404,0.7192407250404358,0.5698190331459045,0.14942169189453125,1.0668915510177612,0.7733399271965027,0.29355162382125854,0.7928792217971752,0.032746147364377975
posterior_bank_v2,real_train,6,EDA,SLOW,0,4,32,8792,8592,-0.11523645371198654,-0.19619767367839813,0.08096121996641159,0.6600409746170044,0.4599439799785614,0.200096994638443,0.7427998937105088,0.01934262365102768
posterior_bank_v2,real_train,7,EDA,SLOW,0,4,32,2903,2844,-0.18237988650798798,-0.18029756844043732,0.002082318067550659,0.4434095025062561,0.3269096910953522,0.11649981141090393,0.7500237739961038,0.02305983006954193
posterior_bank_v2,real_train,8,EDA,SLOW,0,4,32,5520,5423,-0.1987684667110443,-0.2671288847923279,0.06836041808128357,0.7064118981361389,0.5012745261192322,0.20513737201690674,0.7566507093628988,0.02781032770872116
posterior_bank_v2,real_train,1,TEMP,SLOW,1,4,32,3032,2886,-0.49983975291252136,-0.4212050139904022,0.07863473892211914,0.4942582845687866,0.349856972694397,0.14440131187438965,0.6040292364810009,0.023975983262062073
posterior_bank_v2,real_train,2,TEMP,SLOW,1,4,32,2139,2104,-0.7416559457778931,-0.6605837345123291,0.08107221126556396,0.6019709706306458,0.43979716300964355,0.1621738076210022,0.5679721815967094,0.014033287763595581
posterior_bank_v2,real_train,3,TEMP,SLOW,1,4,32,1500,1461,-1.0185893774032593,-0.8999508619308472,0.11863851547241211,0.9401432275772095,0.683925449848175,0.2562177777290344,0.5585025239561944,0.027155190706253052
posterior_bank_v2,real_train,4,TEMP,SLOW,1,4,32,2296,2286,-0.5562840104103088,-0.5017937421798706,0.05449026823043823,0.6819718480110168,0.4884461462497711,0.19352570176124573,0.6426130565615273,0.02304244413971901
posterior_bank_v2,real_train,5,TEMP,SLOW,1,4,32,4580,4404,0.33216097950935364,0.3160787522792816,0.01608222723007202,0.8923265933990479,0.6361755728721619,0.256151020526886,0.7136365771589146,0.04164760559797287
posterior_bank_v2,real_train,6,TEMP,SLOW,1,4,32,8792,8592,0.5162266492843628,0.47624629735946655,0.03998035192489624,0.5475713014602661,0.3881397545337677,0.1594315469264984,0.7005237754495368,0.01738269440829754
posterior_bank_v2,real_train,7,TEMP,SLOW,1,4,32,2903,2844,0.268414705991745,0.25759464502334595,0.010820060968399048,0.45969414710998535,0.3255435526371002,0.13415059447288513,0.7305216898179439,0.01596613973379135
posterior_bank_v2,real_train,8,TEMP,SLOW,1,4,32,5520,5423,0.320448100566864,0.31744274497032166,0.0030053555965423584,0.7142695188522339,0.5202984809875488,0.19397103786468506,0.7128456723342874,0.022818084806203842
